Fairfield Inn South|Atlanta,Fairfield Inn & Suites Buckhead Atlanta (Georgia),0.590163934426
Grand Hyatt|Atlanta,Grand Hyatt Hotel Buckhead Atlanta,0.6875
JW Marriott|Atlanta,Marriott Marquis Hotel Atlanta,0.592592592593
Westin|Atlanta,Sheraton Hotel Atlanta,0.428571428571
Marriott|Atlanta,Marriott Marquis Hotel Atlanta,0.666666666667
Doubletree|Atlanta,Doubletree Hotel North Druid Hills Atlanta,0.512820512821
Courtyard|Atlanta,Courtyard Hotel Midtown Atlanta (Georgia),0.473684210526
Baymont Inn|Atlanta,Hampton Inn Downtown Atlanta,0.516129032258
The Glenn Hotel|Atlanta,Hyatt Regency Hotel Atlanta,0.454545454545
Melia Hotel|Atlanta,Ellis Hotel Atlanta (Georgia),0.363636363636
Holiday Inn World Congress Center|Atlanta,Holiday Inn Midtown Atlanta (Georgia),0.571428571429
Holiday Inn Select Atlanta Capitol Conference Center aka Holiday Inn Select Capitol Grand|Atlanta,Holiday Inn Select Perimeter Dunwoody Atlanta (Georgia),0.553846153846
Holiday Inn Decatur|Atlanta,Holiday Inn Midtown Atlanta (Georgia),0.612244897959
Durkin Inn|Atlanta,Centennial Inn Atlanta,0.416666666667
Residence Inn|Atlanta,Residence Inn Midtown Atlanta (Georgia),0.577777777778
Parkway Place Southeast|Atlanta,TownePlace Suites Buckhead Atlanta,0.530612244898
Windy Hill Road Southeast  aka Hyatt Regency Suites Atlanta North ZONE GALLERIA|Atlanta,Holiday Inn Express Hotel & Suites Airport West Atlanta (Georgia),0.48
Wyndam Hotel Vinings|Atlanta,Courtyard Hotel Vinings Atlanta (Georgia),0.5
Courtyard Cumberland|Atlanta,Courtyard Hotel Cumberland Center Atlanta (Georgia),0.677966101695
Courtyard Marietta Delk Rd|Atlanta,Courtyard Hotel Marietta Windy Hill Atlanta (Georgia),0.686567164179
Doubletree NorthwestMarietta now in new GALLERIA zone|Atlanta,Doubletree Hotel Marietta Atlanta (Georgia),0.619047619048
Radisson Windy Hill|Atlanta,Courtyard Hotel Marietta Windy Hill Atlanta (Georgia),0.5
Hilton Garden Inn Northwest ZONE GALLERIA|Atlanta,Hilton Garden Inn Perimeter Center Atlanta (Georgia),0.697674418605
Hilton Marietta Conference Center and Resort|Atlanta,Emory Conference Center Hotel Atlanta (Georgia),0.613333333333
Hyatt Place Galleria ZONE GALLERIA|Atlanta,Hyatt Place Hotel Buckhead Atlanta (Georgia),0.636363636364
Crestwood Suites|Atlanta,Homewood Suites Buckhead Atlanta,0.6
Hotel Palomar|Atlanta,Marriott Marquis Hotel Atlanta,0.434782608696
W Hotel Atlanta Midtown|Atlanta,Super 8 Motel Midtown Atlanta,0.625
Sheraton Colony Square|Atlanta,Sheraton Hotel Atlanta,0.533333333333
Georgia Tech Hotel and Conference Center|Atlanta,Emory Conference Center Hotel Atlanta (Georgia),0.636363636364
Hotel Indigo|Atlanta,Highland Inn Atlanta (Georgia),0.413793103448
Hotel Midtown|Atlanta,Hilton Hotel Atlanta,0.615384615385
Wyndham|Atlanta,Wyndham Garden Hotel Downtown Atlanta (Georgia),0.333333333333
Courtyard by Marriott Northlake|Atlanta,Courtyard Hotel Marietta Windy Hill Atlanta (Georgia),0.611111111111
Doubletree NortheastNorthlake|Atlanta,Doubletree Hotel North Druid Hills Atlanta,0.655172413793
Holiday Inn|Atlanta,Holiday Inn Midtown Atlanta (Georgia),0.536585365854
Emory Inn|Atlanta,Emory Inn Atlanta (Georgia),0.620689655172
Fairfield Inn|Atlanta,Americas Best Value Inn Atlanta (Illinois),0.5
Hilton Northeast|Atlanta,Hawthorn Suites Northwest Atlanta,0.634146341463
Marriott|Atlanta,Marriott Marquis Hotel Atlanta,0.666666666667
Holiday Inn Select Peachtree Corners|Atlanta,Holiday Inn Select Perimeter Dunwoody Atlanta (Georgia),0.666666666667
Amerisuites|Atlanta,Hampton Inn And Suites Galleria Atlanta,0.473684210526
Hyatt Place not yet reported|Atlanta,Hyatt Place Hotel Perimeter Center Atlanta,0.666666666667
Extended StayAmeria Norcross|Atlanta,Extended Stay America Hotel Clairmont Atlanta (Georgia),0.647887323944
Ashford Dunwoody|Atlanta,Hawthorn Suites Northwest Atlanta,0.390243902439
W Hotel Perimeter|Atlanta,W Hotel Perimeter Atlanta (Georgia),0.685714285714
Westin|Atlanta,Sheraton Hotel Atlanta,0.428571428571
Hilton Suites|Atlanta,Hilton Hotel Atlanta,0.631578947368
Holiday Inn Select|Atlanta,Holiday Inn Select Capitol Atlanta (Georgia),0.654545454545
Hyatt Place|Atlanta,Hyatt Place Hotel Downtown Atlanta,0.6875
Residence Inn PerimeterDunwoody|Atlanta,Residence Inn Perimeter Center Atlanta (Georgia),0.694444444444
Extented StayAmerica|Atlanta,Extended Stay Deluxe Hotel Atlanta (Georgia),0.615384615385
Homstead Studio Suites|Atlanta,Homestead Studio Suites Perimeter Atlanta (Georgia),0.666666666667
Evergreen Marriott|Atlanta,Travelodge Hotel Airport Atlanta,0.486486486486
Holiday Inn Express|Atlanta,Holiday Inn Midtown Atlanta (Georgia),0.571428571429
Holiday Inn|Westchester County,Hampton Inn Chicago Westchester,0.4
Hilton Rye|Westchester County,Hampton Inn Chicago Westchester,0.344827586207
Renaissance Westchester|Westchester County,Hampton Inn Chicago Westchester,0.285714285714
Courtyard|Westchester County,Hampton Inn Chicago Westchester,0.142857142857
Crowne Plaza|Westchester County,Hampton Inn Chicago Westchester,0.258064516129
Residence Inn White Plains|Westchester County,Hampton Inn Chicago Westchester,0.4
Doubltree Tarrytown|Westchester County,Hampton Inn Chicago Westchester,0.210526315789
Marriott Westchester|Westchester County,Hampton Inn Chicago Westchester,0.25641025641
Courtyard Tarrytown|Westchester County,Hampton Inn Chicago Westchester,0.210526315789
Sheraton Tarrytown|Westchester County,Hampton Inn Chicago Westchester,0.432432432432
Tarrytown Estate House|Westchester County,Hampton Inn Chicago Westchester,0.390243902439
La Quinta Elmsford|Westchester County,Hampton Inn Chicago Westchester,0.324324324324
Extended StayAmerica|Westchester County,Hampton Inn Chicago Westchester,0.307692307692
Mircotel at Seneca Falls|Waterloo,Holiday Inn Express Cedar Falls Waterloo (Iowa),0.509090909091
Clarion Hotel|Atlantic City - Cape May,Atlas Inn Cape May,0.5
Fairfield Inn North|Atlantic City - Cape May,Flagship Resort Atlantic City,0.470588235294
Caesars|Atlantic City - Cape May,The Chelsea Hotel Atlantic City,0.444444444444
Harrahs|Atlantic City - Cape May,Howard Johnson Hotel Atlantic City,0.47619047619
Chelsea Hotel Annex and Luxe Tower|Atlantic City - Cape May,The Chelsea Pub and Inn Atlantic City,0.454545454545
Sheraton Convention Center|Atlantic City - Cape May,Luther Ogden Inn Cape May,0.47619047619
Ballys|Atlantic City - Cape May,Days Inn Atlantic City,0.428571428571
Showboat|Atlantic City - Cape May,Showboat Casino Hotel Atlantic City,0.695652173913
Holiday Inn Express|Atlantic City - Cape May,Rodeway Inn & Suites Atlantic City,0.564102564103
Residence Inn|Atlantic City - Cape May,Luther Ogden Inn Cape May,0.551724137931
Holiday Inn Express|Atlantic City - Cape May,Rodeway Inn & Suites Atlantic City,0.564102564103
Wingate Inn|Atlantic City - Cape May,Knights Inn Atlantic City,0.636363636364
Hyatt Place|Lakeland,Hyatt Place Hotel Center Lakeland (Florida),0.536585365854
La Quinta Inn East|Lakeland,La Quinta Inn & Suites East Lakeland (Florida),0.642857142857
Jameson Inn|Lakeland,Jameson Inn Lakeland (Florida),0.666666666667
Courtyard by Marriott|Fort Collins,Courtyard Hotel Fort Collins,0.6
Fairfield Inn and Suites|Fort Collins,Quality Inn & Suites Fort Collins,0.65
Claremont Resort|Oakland-Eastbay,Hilton Hotel Airport Oakland,0.516129032258
Courtyard by Marriott|Oakland-Eastbay,Courtyard Hotel Airport Oakland (California),0.603773584906
Doubletree Marina|Oakland-Eastbay,Motel 6 Embarcadero Oakland,0.444444444444
Hilton Garden Inn Oakland Bay Bridge|Oakland-Eastbay,Days Inn Oakland,0.5
Four Points Bay Bridge Emeryville|Oakland-Eastbay,Bay Bridge Inn Oakland (California),0.426229508197
Extended StayAmerica Emeryville|Oakland-Eastbay,Extended Stay America Hotel Oakland (California),0.686567164179
La Quinta|Plattsburgh,La Quinta Inn & Suites Plattsburgh,0.58064516129
Super|Redding,Super 8 Motel Redding,0.555555555556
Fairfield Inn|Kearney,AmericInn Hotel Kearney (Nebraska),0.545454545455
Quality Inn Kearney not yet reported|Kearney,Quality Inn Kearney (Nebraska),0.55
Ramada Inn Northeast|Kearney,Ramada Inn Kearney (Nebraska),0.666666666667
Hilton|Virginia Beach,Hilton Hotel Oceanfront Virginia Beach,0.5
th St and Atlantic Ave|Virginia Beach,19 Atlantic Hotel Virginia Beach,0.620689655172
Thunderbird Motor Lodge|Virginia Beach,Super 8 Motel Virginia Beach,0.444444444444
Hampton Inn NorfolkPortsmouthChesapeake|Virginia Beach,Hampton Inn Norfolk Virginia Beach,0.655172413793
Springhill Suites Chesapeak Suffolk Gum Road|Virginia Beach,SpringHill Suites Oceanfront Virginia Beach,0.666666666667
Marriott|Virginia Beach,Atrium Resort Virginia Beach,0.47619047619
Aloft|Virginia Beach,Travelodge Hotel Virginia Beach,0.4
Marriott Waterside|Virginia Beach,Sea Side Hotel Virginia Beach,0.461538461538
Sheraton Waterside|Virginia Beach,Sea Side Hotel Virginia Beach,0.615384615385
Radisson Norfolk|Virginia Beach,Courtyard Hotel Norfolk Virginia Beach,0.647058823529
Clarion|Virginia Beach,Oceanfront Inn Virginia Beach,0.47619047619
Renaissance|Virginia Beach,Rodeway Inn Virginia Beach,0.454545454545
The Exeter Inn|Exeter,Hampton Inn And Suites Exeter,0.384615384615
Courtyard by Marriott|Goshen,Courtyard Hotel Goshen,0.6
Sheraton Aiport Plaza|Charlotte,Sheraton Hotel Airport Charlotte (North Carolina),0.642857142857
La Quinta Airport North|Charlotte,Holiday Inn Airport Charlotte (North Carolina),0.633333333333
Marriott Southpark|Charlotte,Marriott Hotel Southpark Charlotte (North Carolina),0.654545454545
Renaissance|Charlotte,Residence Inn Charlottesville,0.5
Hilton City Center|Charlotte,Hilton Hotel Center City Charlotte (North Carolina),0.545454545455
Marriott City Center|Charlotte,Marriott Hotel City Center Charlotte (North Carolina),0.677966101695
Aloft|Charlotte,Clifton Inn Charlottesville,0.375
S Tryon Street  aka Courtyard Uptown|Charlotte,Golden Green Hotel Charlotte (North Carolina),0.477611940299
Crowne Plaza|Charlotte,Crowne Plaza Hotel Charlotte (North Carolina),0.558139534884
The Blake Hotel|Charlotte,The Blake Hotel Charlotte (North Carolina),0.486486486486
Adams Mark|Charlotte,Days Inn Port Charlotte,0.444444444444
Hilton ZONE Executive ParkAirport South|Charlotte,Hilton Hotel Executive Park Charlotte (North Carolina),0.683544303797
Marriott Executive Park ZONE Executive ParkAirport South|Charlotte,Marriott Hotel Executive Park Charlotte (North Carolina),0.612244897959
Renaissance Suites|Charlotte,Embassy Suites Charlotte,0.6875
Hilton|Charlotte,Hilton Garden Inn Charlottesville,0.521739130435
Holiday Inn Billy Graham|Charlotte,Holiday Inn Monticello Charlottesville,0.652173913043
Four Points Sheraton|Charlotte,Four Points Hotel Charlotte (North Carolina),0.64
Wingate by Wyndham I|Charlotte,Wingate Inn Tyvola Charlotte (North Carolina),0.5
Homestead Suites AirportColiseum|Charlotte,Comfort Suites Airport Charlotte,0.666666666667
Studio Plus Tyvola Road|Charlotte,Studioplus Hotel Charlotte (North Carolina),0.615384615385
Aloft Ballantyne|Charlotte,Aloft Hotel Ballantyne Charlotte (North Carolina),0.627450980392
Four Points|Charlotte,Comfort Inn Charlotte (Michigan),0.545454545455
Renaissance Suites|Charlotte,Embassy Suites Charlotte,0.6875
Hilton|Charlotte,Hilton Garden Inn Charlottesville,0.521739130435
Holiday Inn Bangor Odlin Road|Bangor - Bar Harbor,Holiday Inn SunSpree Resort Bar Harbor,0.607142857143
Comfort Inn Ellsworth|Bangor - Bar Harbor,Comfort Inn Bangor (Maine),0.6875
Marriott Gwinnett Place|Fulton - Gwinnett,Comfort Inn & Suites Fulton (Illinois),0.418604651163
Courtyard Gwinnett|Fulton - Gwinnett,Country Hearth Inn & Suites Fulton,0.533333333333
Hilton Garden Inn|Fulton - Gwinnett,Hampton Inn Birmingham Fultondale,0.461538461538
Holiday Inn Gwinnett Center|Fulton - Gwinnett,Holiday Inn Express Fulton,0.608695652174
Hyatt Place Gwinnett Mall|Fulton - Gwinnett,Hampton Inn Birmingham Fultondale,0.425531914894
Amerisuites Duluth|Fulton - Gwinnett,Comfort Suites Fultondale,0.5
Renaissance Pineisle Resort|Fulton - Gwinnett,Hampton Inn & Suites Rockport Fulton (Texas),0.428571428571
Courtyard Suwanee|Fulton - Gwinnett,Comfort Suites Fultondale,0.516129032258
Courtyard|Fulton - Gwinnett,Country Hearth Inn & Suites Fulton,0.388888888889
Hilton Garden Inn Atlanta NorthAlpharetta|Fulton - Gwinnett,Hampton Inn & Suites Rockport Fulton (Texas),0.428571428571
Hyatt Place Windward Parkway|Fulton - Gwinnett,Holiday Inn Express Fulton,0.382978723404
Residence Inn Alpharetta|Fulton - Gwinnett,Best Western Inn by the Bay Fulton (Texas),0.470588235294
Doubletree|Fulton - Gwinnett,Sands Motel Fulton (Mississippi),0.380952380952
Baymont Inn|Fulton - Gwinnett,Days Inn Fultondale,0.631578947368
Old Holcomb Bridge Rd not yet reported to the board|Fulton - Gwinnett,Best Western Inn by the Bay Fulton (Texas),0.410256410256
Courtyard|Beaumont,Courtyard Hotel Beaumont (Texas),0.642857142857
Super|Iola,Best Western Inn Iola,0.285714285714
Coast Gateway Airport Hotel|Seattle,Econo Lodge Seatac Airport North Seattle,0.566037735849
Doubletree Seattle Airport|Seattle,Doubletree Arctic Club Hotel Downtown Seattle,0.588235294118
Holiday Inn previusly|Seattle,Holiday Inn Seattle,0.6875
Marriott|Seattle,Marriott Waterfront Hotel Seattle,0.592592592593
Radisson Seattle Airport|Seattle,Days Inn Aurora Seattle,0.5
Red Lion Airport|Seattle,Days Inn Aurora Seattle,0.58064516129
Best Value Inn Airport|Seattle,Days Inn Aurora Seattle,0.540540540541
Hyatt|Seattle,Grand Hyatt Hotel Seattle,0.625
Doubletree|Seattle,Doubletree Arctic Club Hotel Downtown Seattle,0.47619047619
Hilton Bellevue|Seattle,Hilton Hotel Seattle,0.571428571429
Sheraton Bellevue East|Seattle,Sheraton Hotel Seattle,0.533333333333
Coast Bellevue Hotel|Seattle,College Inn Seattle,0.48
Red Lion|Seattle,Red Lion Hotel Fifth Avenue Seattle,0.533333333333
Homestead Village Bellevue|Seattle,Residence Inn Lake Union Seattle,0.4
Sheraton Hotel and Towers|Seattle,Sheraton Hotel Seattle,0.666666666667
Red Lion Inn on|Seattle,Red Lion Hotel Fifth Avenue Seattle,0.648648648649
Homewood Suites Convention Center Pike Street|Seattle,Homewood Suites Downtown Seattle,0.608695652174
Courtyard by Marriott|Seattle,Courtyard Hotel Downtown Lake Union Seattle,0.549019607843
Courtyard by Marriott|Seattle,Courtyard Hotel Downtown Lake Union Seattle,0.549019607843
Embassy Suites|Seattle,Homewood Suites Seattle,0.551724137931
is correct awaiting user confirmation|Seattle,Comfort Suites Downtown Seattle,0.466666666667
Towneplace Suites Mukilteo|Seattle,Homewood Suites Downtown Seattle,0.48
Heathman Kirkland|Seattle,Eighth Avenue Inn Seattle,0.470588235294
Marriott Town Center|Seattle,Marriott Waterfront Hotel Seattle,0.666666666667
th Place different than Residence Inn Bellevue Downtown which is in Bellevue zone|Seattle,La Quinta Inn & Suites Downtown Seattle,0.410714285714
Courtyard Kirkland|Seattle,Courtyard Hotel Downtown Lake Union Seattle,0.541666666667
Fairfield Inn Bellevue|Seattle,Silver Cloud Inn Lake Union Seattle,0.489795918367
Courtyard SeaTac Area|Seattle,Courtyard Hotel Downtown Lake Union Seattle,0.549019607843
Courtyard South Center|Seattle,Courtyard Hotel Downtown Lake Union Seattle,0.576923076923
DoubleTree Guest Suites|Seattle,Doubletree Arctic Club Hotel Downtown Seattle,0.545454545455
Hilton Garden Inn|Seattle,Sixth Avenue Inn Seattle,0.606060606061
Extended Stay Deluxe Renton|Seattle,Extended Stay America Hotel Northgate Seattle,0.610169491525
Homestead Southcenter|Seattle,Homewood Suites Seattle,0.555555555556
Ramada Resort and Conference Center|Branson,Stone Castle Hotel & Conference Center Branson,0.65625
Best Western|Ocala,Best Western Park Centre Hotel Ocala,0.666666666667
Holiday Inn SEHistoric District|Winchester,Holiday Inn Historic Gateway South East Winchester (Virginia),0.685714285714
Adrienne Drive|Allentown,Red Roof Inn Airport Allentown,0.411764705882
Courtyard Bethlehem|Allentown,Comfort Suites Allentown,0.424242424242
Four Points|Allentown,Comfort Suites Allentown,0.56
Best Western Lehigh Valley|Allentown,Best Western Inn & Suites Allentown,0.627450980392
Residence Inn|Allentown,Red Carpet Inn Allentown,0.666666666667
Schoenersville Road|Allentown,Econo Lodge Allentown,0.4
Fairfield Inn|Allentown,Red Carpet Inn Allentown,0.518518518519
Marriott Gateway Park|Denver,Marriott Hotel City Center Denver,0.619047619048
Hyatt Place Airport|Denver,Crowne Plaza Hotel Airport Denver,0.6
Fairfield Inn|Denver,Fairfield Inn Airport Denver (Colorado),0.565217391304
La Quinta Airport|Denver,Ramada Inn and Suites Airport Denver,0.619047619048
Springhill Suites|Denver,Springhill Suites Airport Denver (Colorado),0.62962962963
Staybridge Suites|Denver,Staybridge Suites Airport Denver (Colorado),0.62962962963
Doubletree Southeast|Denver,Doubletree Hotel Denver,0.666666666667
Red Lion|Denver,Red Carpet Inn Denver (Pennsylvania),0.545454545455
Holiday Inn Express|Denver,Holiday Inn Stapleton East Denver,0.666666666667
Crestwood Suites|Denver,Econo Lodge Inn & Suites Denver (Pennsylvania),0.55
Homestead Studio Suites|Denver,Homestead Studio Suites Tech Center North Denver (Colorado),0.605263157895
Courtyard|Denver,Courtyard Hotel Airport Denver (Colorado),0.461538461538
Staybridge Suites|Denver,Staybridge Suites Airport Denver (Colorado),0.62962962963
Grand Hyatt|Denver,Grand Hyatt Hotel Denver (Colorado),0.628571428571
Hotel Monaco|Denver,Hotel Monaco Denver (Colorado),0.5
Oxford Hotel|Denver,Oxford Hotel Denver (Colorado),0.48
Court Place|Denver,Brown Palace Hotel Denver,0.608695652174
Westin Tabor Center|Denver,The Westin Hotel Tabor Center Denver (Colorado),0.690909090909
Curtis Hotel|Denver,Comfort Inn Denver (Pennsylvania),0.470588235294
Executive Tower Hotel|Denver,Best Western Hotel Denver,0.444444444444
Courtyard|Denver,Courtyard Hotel Airport Denver (Colorado),0.461538461538
Hotel VQ|Denver,Hotel VQ Denver (Colorado),0.25
Red Lion|Denver,Red Carpet Inn Denver (Pennsylvania),0.545454545455
TownePlace Suites|Denver,TownePlace Suites Downtown Denver (Colorado),0.618181818182
ExtendedStay America|Denver,Best Western Hotel Denver,0.4375
Crossland Studios|Denver,Burnsley All Suite Hotel Denver,0.457142857143
Renaissance|Denver,Renaissance Hotel Denver (Colorado),0.628571428571
Courtyard by Marriott|Denver,Courtyard Hotel Airport Denver (Colorado),0.588235294118
Holiday Inn|Denver,Quality Inn Denver,0.636363636364
Red Lion|Denver,Red Carpet Inn Denver (Pennsylvania),0.545454545455
Courtyard SW Lakewood|Denver,Courtyard Hotel Stapleton Denver (Colorado),0.603773584906
Extended StayAmerica Lakewood South|Denver,The Timbers Hotel Denver (Colorado),0.406779661017
Doubletree Tech Center|Denver,Hyatt Regency Hotel Tech Center Denver,0.666666666667
Extended StayAmerica Tech Center North|Denver,Homestead Studio Suites Tech Center North Denver (Colorado),0.593406593407
Inverness Hotel And Golf Club Resort|Denver,Crowne Plaza Hotel Airport Denver,0.458333333333
Marriott South at Park Meadows|Denver,Marriott Hotel Tech Center Denver,0.549019607843
Sheraton Tech Center|Denver,Hyatt Regency Hotel Tech Center Denver,0.695652173913
Courtyard South Park Meadows|Denver,Courtyard Hotel Airport Denver (Colorado),0.586206896552
Hyatt Place Denver South|Denver,Hyatt Regency Hotel Tech Center Denver,0.5
Residence Inn Denver South Park Meadows|Denver,Residence Inn Downtown Denver (Colorado),0.626865671642
South Clinton Street  Englewood|Denver,Best Inn and Suites Denver (Colorado),0.48275862069
Marriott West|Denver,Marriott Hotel City Center Denver,0.647058823529
Courtyard Golden|Denver,Courtyard Hotel Airport Denver (Colorado),0.565217391304
Extended StayAmerica Lakewood West|Denver,Holiday Inn Stapleton East Denver,0.4
Omni Interlocken Resort|Denver,Holiday Inn Stapleton East Denver,0.530612244898
Renaissance Boulder Suites|Denver,Renaissance Hotel Denver (Colorado),0.6
Westin Westminster|Denver,Best Western Hotel Denver,0.666666666667
Aloft|Denver,Plaza Hotel of Denver,0.428571428571
Springhill Suites|Denver,Springhill Suites Airport Denver (Colorado),0.62962962963
TownePlace Suites Broomfield|Denver,TownePlace Suites Downtown Denver (Colorado),0.666666666667
Best Western|Ludington,Best Western Splash Park Inn Ludington,0.6
Courtyard|Lake Placid,Courtyard Hotel Lake Placid (New York),0.58064516129
Crowne Plaza|Lake Placid,Crowne Plaza Resort Lake Placid (New York),0.558139534884
Holiday Inn Ocean Hwy and|Ocean City,Rodeway Inn Oceanfront Ocean City,0.63829787234
Estancia La Jolla Hotel and Spa|San Diego,Residence Inn La Jolla San Diego,0.636363636364
Loews|San Diego,Hilton Resort San Diego,0.444444444444
Marriott Coronado Resort|San Diego,Hilton Resort San Diego,0.594594594595
Courtyard by Marriott Solana Beach|San Diego,Courtyard Hotel Sorrento Mesa San Diego,0.620689655172
Morgan Run Club and Resort|San Diego,Catamaran Resort Hotel San Diego,0.578947368421
previously|San Diego,Parisi Hotel San Diego,0.5
Wyndham Emerald Plaza|San Diego,Wyndham Hotel Harbour Lights San Diego,0.5
Lake San Marcos Resort|San Diego,The Grand Del Mar Resort San Diego,0.652173913043
Four Points Aero Rd ZONE Kearny MesaMission Valley North|San Diego,Courtyard Hotel Mission Valley San Diego,0.567901234568
Ramada Inn Conference Center Kearney Mesa|San Diego,Hampton Inn Kearny Mesa San Diego,0.5625
Hilton|San Diego,Hilton Resort San Diego,0.631578947368
Holiday Inn Select Zoo Area|San Diego,Holiday Inn On the Bay San Diego,0.65306122449
Handlery Hotel|San Diego,Handlery Hotel and Resort San Diego,0.666666666667
La Quinta|San Diego,La Quinta Inn Old Town San Diego,0.58064516129
Ramada Plaza|San Diego,Ramada Plaza Hotel Circle South San Diego,0.631578947368
Super|San Diego,Se Hotel San Diego,0.571428571429
Grand Pacific Palisades Resort|San Diego,The Grand Del Mar Resort San Diego,0.555555555556
Sheraton Carlsbad Resort|San Diego,The Grand Del Mar Resort San Diego,0.625
Courtyard|San Diego,Courtyard Hotel Airport San Diego,0.666666666667
Holiday Inn Carlsbad by the Sea|San Diego,Holiday Inn Bayside San Diego,0.68
Inns of America|San Diego,Best Western Americana Inn San Diego,0.487804878049
Ramada Carlsbad|San Diego,Ramada Inn Qualcomm Stadium San Diego,0.571428571429
Humphreys Half Moon Inn Suites|San Diego,Marina Inn & Suites San Diego,0.571428571429
previously|San Diego,Parisi Hotel San Diego,0.5
Rancho Carmel Dr|San Diego,Rancho Bernardo Inn San Diego,0.571428571429
Courtyard|San Diego,Courtyard Hotel Airport San Diego,0.666666666667
Homestead Studio Suites|San Diego,Homestead Hotel Sorrento Mesa San Diego,0.68085106383
Perrys Ocean Edge Resort|Daytona Beach,Ocean Shore Resort Daytona Beach,0.666666666667
International Speedway Blvd|Daytona Beach,Super 8 Motel Speedway Daytona Beach,0.530612244898
