Atlantis Concierge Tower|Reno - Tahoe,Atlantis Resort Reno,0.666666666667
Summit at Grand Sierra Resort floors|Reno - Tahoe,Grand Sierra Resort Reno,0.690909090909
OR|Reno - Tahoe,Eldorado Hotel Reno,0.4
REVIEW|Reno - Tahoe,Residence Inn Reno,0.421052631579
Customer Favorite|Reno - Tahoe,The Capri Motel South Lake Tahoe,0.5
Hilton|Reno - Tahoe,Hilton Garden Inn Reno,0.521739130435
OR|Reno - Tahoe,Eldorado Hotel Reno,0.4
or|Reno - Tahoe,Eldorado Hotel Reno,0.4
or|Reno - Tahoe,Eldorado Hotel Reno,0.4
or|Reno - Tahoe,Eldorado Hotel Reno,0.4
John Ascuagas Nugget in Sparks|Reno - Tahoe,Alpine Inn & Spa South Lake Tahoe,0.434782608696
Peppermill Hotel and Casino Tower|Reno - Tahoe,Peppermill Resort & Spa Casino Reno,0.666666666667
Hyatt Place|Reno - Tahoe,Hyatt Place Hotel Tahoe Airport Reno,0.594594594595
Atlantis Luxury Tower different stars for different rooms|Reno - Tahoe,Tuscany Tower Suites at the Peppermill Reno,0.442105263158
Best Western|Reno - Tahoe,Best Tahoe West Inn South Lake Tahoe,0.645161290323
Peppermill Hotel and Casino Montego Bay Wing|Reno - Tahoe,Peppermill Resort & Spa Casino Reno,0.584615384615
Courtyard at John Ascugas Nugget|Reno - Tahoe,Howard Johnson Express Inn South Lake Tahoe,0.48275862069
REVIEW|Reno - Tahoe,Residence Inn Reno,0.421052631579
Western Village Inn and Casino ZONE SPARKS|Reno - Tahoe,Green Lantern Inn & Suites South Lake Tahoe,0.5
OR|State College,Autoport Hotel State College,0.4
OR|State College,Autoport Hotel State College,0.4
Airport Inn|Montgomery,Comfort Inn Montgomeryville,0.636363636364
REVIEW|Montgomery,Residence Inn Montgomery,0.421052631579
Wingate by Wyndham|Montgomery,Wingate Inn Montgomery,0.620689655172
Four Points|Newark,Comfort Suites Newark (New Jersey),0.56
now Renaissance not yet reported to the board|Newark,Best Western Robert Treat Hotel Newark (New Jersey),0.428571428571
OR|Newark,Days Hotel Airport Newark (New Jersey),0.266666666667
OR|Newark,Days Hotel Airport Newark (New Jersey),0.266666666667
Wyndham|Newark,Wyndham Garden Hotel Airport Newark (New Jersey),0.466666666667
Holiday Inn|Newark,Hampton Inn Newark (Delaware),0.545454545455
Extended StayAmerica|Newark,Homestead Studio Suites Newark (Delaware),0.418604651163
Crowne Plaza at SomersetBridgewater|Newark,TownePlace Suites Newark (Delaware),0.461538461538
OR|Newark,Days Hotel Airport Newark (New Jersey),0.266666666667
Doubletree Somerset|Newark,Best Western Robert Treat Hotel Newark (New Jersey),0.5
Holiday Inn Somerset I|Newark,Holiday Inn Express Hotel & Suites Wilmington Newark (Delaware),0.58064516129
Crowne Plaza Hotel Clark  NJ|Newark,TownePlace Suites Newark (Delaware),0.45
OR|Newark,Days Hotel Airport Newark (New Jersey),0.266666666667
Hotel Indigo|Newark,Days Inn Wilmington Newark (Delaware),0.4
OR|Newark,Days Hotel Airport Newark (New Jersey),0.266666666667
OR|Newark,Days Hotel Airport Newark (New Jersey),0.266666666667
Woodbridge Hotel Conference Center|Newark,Howard Johnson Inn & Suites Newark (Delaware),0.392857142857
Holiday Inn Edison|Newark,Days Inn Wilmington Newark (Delaware),0.594594594595
Holiday Inn Express Haskell|Newark,Holiday Inn Express Hotel & Suites Wilmington Newark (Delaware),0.686567164179
La Quinta Wayne|Newark,Chase Suite Hotel Newark (California),0.461538461538
OR|Newark,Days Hotel Airport Newark (New Jersey),0.266666666667
now DoubleTree  not yet reported|Newark,Best Western Airport West Hotel Newark (New Jersey),0.456140350877
Hyatt Place|Newark,TownePlace Suites Newark (Delaware),0.428571428571
Crowne Plaza Paramus Park|Newark,TownePlace Suites Newark (Delaware),0.47619047619
now Crowne Plazanot yet reported|Newark,TownePlace Suites Newark (Delaware),0.448979591837
Holiday Inn Hasbrouck Heights|Newark,Holiday Inn Express Hotel & Suites Wilmington Newark (Delaware),0.521739130435
Radisson Saddle Brook|Newark,Ramada Inn Airport Newark (New Jersey),0.461538461538
Courtesy Inn will be downgraded to|Newark,Residence Inn Wilmington Newark (Delaware),0.51724137931
Ramada Inn Rochelle Park|Newark,Ramada Inn Airport Newark (New Jersey),0.666666666667
Hyatt Regency Jersey City on the Hudson|Newark,Hampton Inn & Suites Harrison Newark (New Jersey),0.441176470588
W Hoboken|Newark,Howard Johnson Hotel Newark (New Jersey),0.434782608696
Westin Newport Jersey City|Newark,Best Western Airport West Hotel Newark (New Jersey),0.549019607843
OR|Newark,Days Hotel Airport Newark (New Jersey),0.266666666667
Sheraton Suites|Newark,Sheraton Hotel Newark (New Jersey),0.695652173913
Days Inn|Newark,Days Inn Wilmington Newark (Delaware),0.592592592593
Howard Johnson North Bergen|Newark,Howard Johnson Hotel Newark (New Jersey),0.682926829268
Ramada Limited believed to now be|Newark,Ramada Inn Airport Newark (New Jersey),0.43137254902
Super|Newark,Super 8 Motel Newark (Delaware),0.555555555556
Hyatt Morristown|Newark,Hampton Inn & Suites Harrison Newark (New Jersey),0.488888888889
Westminster Hotel|Newark,Chase Suite Hotel Newark (California),0.454545454545
Customer Favorite|Newark,Comfort Suites Newark (New Jersey),0.58064516129
Madison|Newark,Howard Johnson Hotel Newark (New Jersey),0.47619047619
Sierra Suites|Newark,Chase Suite Hotel Newark (California),0.666666666667
Summerfield Suites Morristown|Newark,Staybridge Suites Wilmington Newark (Delaware),0.59649122807
Summerfield Suites ParsippanyWhippany|Newark,SpringHill Suites Airport Newark (New Jersey),0.483870967742
Wellesley Inn Whippany|Newark,Residence Inn Wilmington Newark (Delaware),0.478260869565
REVIEW|Newark,Chase Suite Hotel Newark (California),0.352941176471
Hilton Pearl River|Newark,Hilton Hotel Fremont Newark (California),0.606060606061
Sheraton Crossroads|Newark,Sheraton Hotel Newark (New Jersey),0.592592592593
or|Newark,Days Hotel Airport Newark (New Jersey),0.266666666667
OR|Newark,Days Hotel Airport Newark (New Jersey),0.266666666667
Extended StayAmerica|Newark,Homestead Studio Suites Newark (Delaware),0.418604651163
Wellesley Inn|Newark,Sleep Inn Newark (Delaware),0.636363636364
The Heldrich|Newark,The Place Off The Square Hotel Newark (Ohio),0.388888888889
Hyatt Regency|Newark,Hilton Hotel Fremont Newark (California),0.428571428571
Holiday Inn Express|Newark,Holiday Inn Express Hotel & Suites Wilmington Newark (Delaware),0.64406779661
Customer Favorite|Newark,Comfort Suites Newark (New Jersey),0.58064516129
Holiday Inn Harmon Meadow|Newark,Days Inn Wilmington Newark (Delaware),0.5
Amerisuites Secaucus Meadowlands|Newark,Hampton Inn & Suites Harrison Newark (New Jersey),0.459016393443
La Quinta Inn and Suites SecaucusMeadowlands|Newark,Hampton Inn & Suites Harrison Newark (New Jersey),0.521739130435
Sheraton Meadowlands|Newark,Sheraton Hotel Newark (New Jersey),0.571428571429
OR|Newark,Days Hotel Airport Newark (New Jersey),0.266666666667
La Quinta Inn and Suites Clifton|Newark,Hampton Inn & Suites Harrison Newark (New Jersey),0.59649122807
Extended StayAmerica|Newark,Homestead Studio Suites Newark (Delaware),0.418604651163
Holiday Inn Express|Newark,Holiday Inn Express Hotel & Suites Wilmington Newark (Delaware),0.64406779661
Clarion Lodge at Calistoga|Napa - Sonoma,Chardonnay Lodge Napa,0.52380952381
EuroSpa Inn|Napa - Sonoma,Napa River Inn,0.6
Comfort Inn Fairfield|Napa - Sonoma,The Inn On First Napa,0.486486486486
Meritage|Napa - Sonoma,Meritage Resort Napa,0.695652173913
Marriott Napa Valley|Napa - Sonoma,Marriott Hotel Napa,0.571428571429
OR|Napa - Sonoma,Discovery Inn Napa,0.266666666667
Doubletree Sonoma Wine Country|Napa - Sonoma,Hillview Country Inn Napa,0.44
OR|Napa - Sonoma,Discovery Inn Napa,0.266666666667
Customer Favorite|Napa - Sonoma,Travelodge Hotel Napa,0.444444444444
Fountaingrove|Napa - Sonoma,The Fairmont Inn Sonoma,0.413793103448
Sheraton Sonoma County Petaluma|Napa - Sonoma,Hawthorn Suites Napa,0.434782608696
Hilton Sonoma CountySanta Rosa|Napa - Sonoma,Hilton Garden Inn Napa,0.468085106383
OR|Napa - Sonoma,Discovery Inn Napa,0.266666666667
Holiday Inn Express|Napa - Sonoma,Chablis Inn Napa,0.466666666667
Extended StayAmerica Santa Rosa North|Napa - Sonoma,Meritage Resort Napa,0.461538461538
Good Nite Inn Rohnert Park|Napa - Sonoma,The Inn On First Napa,0.52380952381
Holiday Inn Express|Napa - Sonoma,Chablis Inn Napa,0.466666666667
Ramada Inn Admiral Callaghan Drive|Napa - Sonoma,Best Western Inn at The Vines Napa,0.380952380952
OR|Reston - Sterling - Dulles Intl Airport IAD North,Comfort Inn Sterling (Colorado),0.307692307692
Westin Reston Heights|Reston - Sterling - Dulles Intl Airport IAD North,Best Western Inn Sterling Heights,0.540540540541
Sheraton Reston|Reston - Sterling - Dulles Intl Airport IAD North,Sheraton Hotel Reston,0.695652173913
OR|Reston - Sterling - Dulles Intl Airport IAD North,Comfort Inn Sterling (Colorado),0.307692307692
REVIEW|Reston - Sterling - Dulles Intl Airport IAD North,Travelodge Hotel Sterling (Colorado),0.375
OR|Reston - Sterling - Dulles Intl Airport IAD North,Comfort Inn Sterling (Colorado),0.307692307692
OR|Reston - Sterling - Dulles Intl Airport IAD North,Comfort Inn Sterling (Colorado),0.307692307692
Holiday Inn Dulles|Reston - Sterling - Dulles Intl Airport IAD North,Hotel Sierra Washington Dulles Sterling (Virginia),0.619047619048
OR|Reston - Sterling - Dulles Intl Airport IAD North,Comfort Inn Sterling (Colorado),0.307692307692
OR|Reston - Sterling - Dulles Intl Airport IAD North,Comfort Inn Sterling (Colorado),0.307692307692
OR|Reston - Sterling - Dulles Intl Airport IAD North,Comfort Inn Sterling (Colorado),0.307692307692
OR|Reston - Sterling - Dulles Intl Airport IAD North,Comfort Inn Sterling (Colorado),0.307692307692
Springhill Suites|Reston - Sterling - Dulles Intl Airport IAD North,SpringHill Suites Dulles Airport Sterling (Virginia),0.69387755102
Staybridge Suites star rating not supplied by user|Reston - Sterling - Dulles Intl Airport IAD North,Best Western Inn & Suites Firestone,0.48
Hampton Inn Dulles Town Center aka Hampton Inn Cascades|Reston - Sterling - Dulles Intl Airport IAD North,Hampton Inn Dulles Cascades Sterling (Virginia),0.658536585366
or|Reston - Sterling - Dulles Intl Airport IAD North,Comfort Inn Sterling (Colorado),0.307692307692
OR|Manchester - Bedford,Comfort Inn Bedford (Texas),0.307692307692
OR|Fort Wayne,Courtyard Hotel Fort Wayne,0.363636363636
OR|Fort Wayne,Courtyard Hotel Fort Wayne,0.363636363636
Ft Wayne Hotel and Conference Center|Fort Wayne,Fairfield Inn & Suites Fort Wayne,0.367346938776
Guesthouse Inn|Leesburg,Sleep Inn Leesburg (Florida),0.521739130435
Sheraton Airport|Charlotte,Sheraton Hotel Airport Charlotte (North Carolina),0.627450980392
Wyndham Garden Inn|Charlotte,Hilton Garden Inn Charlottesville,0.685714285714
Ramada Airport North|Charlotte,Ramada Hotel Airport South Charlotte (North Carolina),0.677966101695
or|Charlotte,Doubletree Hotel Charlottesville,0.333333333333
Four Points|Charlotte,Comfort Inn Charlotte (Michigan),0.545454545455
OR|Charlotte,Doubletree Hotel Charlottesville,0.333333333333
OR|Charlotte,Doubletree Hotel Charlottesville,0.333333333333
Wingate Inn|Charlotte,Hilton Garden Inn Charlottesville,0.642857142857
Staybridge Suites in process of downgrade user refunded due to downgrade but not yet reflected in offerings|Charlotte,Staybridge Suites Arrowood Charlotte (North Carolina),0.450331125828
Hilton|Charlotte,Hilton Garden Inn Charlottesville,0.521739130435
Crowne Plaza|Charlotte,Crowne Plaza Hotel Charlotte (North Carolina),0.558139534884
Customer Favorite|Charlotte,Courtyard Hotel Airport Charlotte,0.514285714286
Holiday Inn City Center|Charlotte,Holiday Inn Monticello Charlottesville,0.666666666667
Hilton|Miami,Carlton Hotel Miami Beach,0.615384615385
OR|Miami,Astor Hotel Miami Beach,0.571428571429
OR|Miami,Astor Hotel Miami Beach,0.571428571429
Customer Favorite|Miami,Comfort Suites Miamisburg,0.58064516129
OR|Miami,Astor Hotel Miami Beach,0.571428571429
Customer Favorite|Miami,Comfort Suites Miamisburg,0.58064516129
OR|Miami,Astor Hotel Miami Beach,0.571428571429
Hampton Inn West at Doral Blvd|Miami,Hampton Inn Dadeland South Miami,0.64
Holiday Inn Doral aka Holiday Inn Airport West at|Miami,La Quinta Inn Airport East Miami Springs,0.586666666667
OR|Miami,Astor Hotel Miami Beach,0.571428571429
OR|Miami,Astor Hotel Miami Beach,0.571428571429
Amerisuites|Miami,Opera Suites Miami,0.695652173913
OR|Miami,Astor Hotel Miami Beach,0.571428571429
Extended Stay Deluxe|Miami,Extended Stay America Hotel Coral Gables Miami,0.618181818182
Best Western On the Bay Inn and Marina|Miami,Best Western Inn Miami (Oklahoma),0.64
Sheraton Bal Harbour|Miami,Miami International Airport Hotel,0.634146341463
Miami Beach Resort and Spa|Miami,Deauville Beach Resort Miami Beach,0.631578947368
Customer Favorite|Miami,Comfort Suites Miamisburg,0.58064516129
previously|Miami,Viceroy Hotel Miami,0.470588235294
Beach House Bal Harbour|Miami,South Beach Hostel Miami Beach,0.536585365854
OR|Miami,Astor Hotel Miami Beach,0.571428571429
Hyatt Coral Gables|Miami,Shamrock Apartments Coral Gables Miami,0.68
Omni Colonnade Hotel|Miami,Econo Lodge Miami (Oklahoma),0.56
Doubletree Hotel|Miami,Doubletree Hotel Airport Miami,0.689655172414
Mutiny Hotel on the Bay|Miami,Majestic Hotel South Beach Miami,0.564102564103
OR|Miami,Astor Hotel Miami Beach,0.571428571429
Wyndham Grand Bay|Miami,Grand Bay Hotel Miami,0.692307692308
Coral Gables Hotel|Miami,Royal Palm Hotel Miami Beach,0.545454545455
Courtyard Coral Gables|Miami,Courtyard Hotel South Miami Beach,0.631578947368
La Quinta|Miami,Aqua Hotel Miami Beach,0.615384615385
Doubletree|Miami,Doubletree Hotel Airport Miami,0.689655172414
Customer Favorite|Miami,Comfort Suites Miamisburg,0.58064516129
|Miami,,0.0
Hotel Roma Golden Glades Resort|Miami,Holidays Golden Glades Hotel North Miami Beach,0.68085106383
Don Shulas Golf Club|Miami,Shore Club Hotel Miami Beach,0.533333333333
One Bal Harbour Resort and Spa|Miami,Fontainebleau Resort Miami Beach,0.608695652174
Trump International Sonesta Beach Resort Miami|Miami,Best Western Atlantic Beach Resort Miami Beach,0.648648648649
Sunny Isles|Miami,South Seas Hotel Miami Beach,0.571428571429
Le Meridien|Miami,Claridge Hotel Miami Beach,0.526315789474
Newport Beachside Resort|Miami,Shelborne Beach Resort Miami Beach,0.695652173913
rated Hotel Nash moved from Miami Beach zone|Miami,Ramada Plaza Marco Polo Beach Resort North Miami Beach,0.514285714286
Catalina Hotel and Beach Club|Miami,Crystal Beach Suites Miami Beach,0.6
OR|Miami,Astor Hotel Miami Beach,0.571428571429
Las Brisas The Dorset|Miami,The Delores Hotel Miami Beach,0.5
Mercury Resort and Spa|Miami,Mercury South Beach Hotel Miami Beach,0.648648648649
OR|Miami,Astor Hotel Miami Beach,0.571428571429
previously|Miami,Viceroy Hotel Miami,0.470588235294
OR|Miami,Astor Hotel Miami Beach,0.571428571429
Strand not sure  but this may be a condo version and see the Hotel Version below or may be the same property|Miami,The Alexander All Suites Oceanfront Resort Miami Beach,0.368794326241
Century Hotel|Miami,Century Hotel South Miami Beach,0.666666666667
OR|Miami,Astor Hotel Miami Beach,0.571428571429
OR|Miami,Astor Hotel Miami Beach,0.571428571429
Crescent Resort|Miami,Crescent Resort On South Beach Miami Beach,0.666666666667
OR|Miami,Astor Hotel Miami Beach,0.571428571429
OR|Miami,Astor Hotel Miami Beach,0.571428571429
OR|Miami,Astor Hotel Miami Beach,0.571428571429
OR|Miami,Astor Hotel Miami Beach,0.571428571429
Customer Favorite|Miami,Comfort Suites Miamisburg,0.58064516129
OR|Miami,Astor Hotel Miami Beach,0.571428571429
Days Inn Art DecoBeachfront|Miami,Holiday Inn Oceanfront Miami Beach,0.65306122449
REVIEW|Augusta,Doubletree Hotel Augusta,0.375
OR|Topeka,Courtyard Hotel Topeka,0.363636363636
REVIEW|Topeka,Residence Inn Topeka,0.421052631579
Holiday Inn Joliet Conference Center|Joliet,Holiday Inn Express Joliet,0.612244897959
Wingate by Wyndham|Joliet,Wingate Inn Joliet,0.620689655172
Hampton Inn Fairview Heights|Fairview Heights - Collinsville Area,Hampton Inn St. Louis Fairview Heights,0.612244897959
Avia Savannah|Savannah,Avia Hotel Savannah (Georgia),0.4
Hilton Desoto|Savannah,Hilton Hotel Desoto Savannah (Georgia),0.684210526316
Hyatt Regency|Savannah,Hyatt Regency Hotel Savannah (Georgia),0.684210526316
Westin Harbor|Savannah,Westin Harbor Resort Savannah (Georgia),0.590909090909
Planters Inn|Savannah,Planters Inn Savannah (Georgia),0.685714285714
Staybridge Suites|Savannah,Staybridge Suites Historic District Savannah (Georgia),0.539682539683
REVIEW|Savannah,Savannah Suites,0.333333333333
River Inn|Savannah,Savannah River Inn (Georgia),0.642857142857
Fairfield Inn|Savannah,Fairfield Inn Midtown Savannah (Georgia),0.577777777778
Savannah Garden Inn|Savannah,Savannah Garden Inn (Georgia),0.666666666667
Extneded StayAmerica|Savannah,Extended Stay America Hotel Midtown Savannah (Georgia),0.622950819672
La Quinta|Savannah,La Quinta Inn Savannah (Georgia),0.545454545455
Holiday Inn Pooler|Savannah,Rodeway Inn Savannah (Georgia),0.55
OR|Savannah,Comfort Inn Savannah (Tennessee),0.307692307692
OR|Savannah,Comfort Inn Savannah (Tennessee),0.307692307692
Inn at Mulberry Grove|Savannah,Holiday Inn Historic District Mulberry Savannah (Georgia),0.485714285714
Jameson Inn|Savannah,Days Inn Savannah (Tennessee),0.631578947368
Travelodge|Savannah,Travelodge Hotel Gateway Savannah (Georgia),0.5
Knights Inn|Savannah,Knights Inn Savannah (Georgia),0.666666666667
Crowne Plaza Resort Hilton Head|Savannah,TownePlace Suites Midtown Savannah (Georgia),0.537313432836
Hilton Oceanfront Resort Hilton Head Island|Savannah,Hilton Garden Inn Midtown Savannah (Georgia),0.506329113924
OR|Savannah,Comfort Inn Savannah (Tennessee),0.307692307692
Marriott Resort and Spa|Savannah,Marriott Hotel Riverfront Savannah (Georgia),0.56
Westin|Savannah,Wingate Inn Savannah,0.470588235294
OR|Savannah,Comfort Inn Savannah (Tennessee),0.307692307692
Beachwalk Hotel and Condos|Savannah,Econo Lodge South Savannah,0.352941176471
Plaza Hotel and Suites|Savannah,Savannah Suites,0.631578947368
Holiday Inn Oceanfront|Savannah,Days Inn Midtown Savannah,0.526315789474
OR|Savannah,Comfort Inn Savannah (Tennessee),0.307692307692
Players Club|Savannah,Planters Inn Savannah (Georgia),0.4
Holiday Inn Express|Savannah,Holiday Inn Express Hotel & Suites Savannah (Georgia),0.64406779661
Days Inn Middletown|Newburgh,Ramada Inn West Point Newburgh,0.55
Super|Newburgh,Super 8 Motel Newburgh,0.555555555556
Microtel Inn|Fort Worth,Microtel Inn and Suites Dallas Fort Worth,0.631578947368
Country Inn and Suites Pharr|McAllen,Fairfield Inn & Suites Airport McAllen,0.592592592593
OR|McAllen,Comfort Suites McAllen,0.25
OR|McAllen,Comfort Suites McAllen,0.25
Holiday Inn Holidome|McAllen,Holiday Inn Express Hotel & Suites McAllen,0.571428571429
La Quinta|Kalispell,La Quinta Inn & Suites Kalispell,0.58064516129
Carmel Mission Inn Best Western Mission Inn|Monterey - Carmel,Best Western Ramona Inn Monterey,0.606060606061
Knights Inn|Monterey - Carmel,Candle Light Inn Carmel By the Sea,0.666666666667
Ramada|Monterey - Carmel,Ramada Limited Hotel Monterey,0.6
OR|Monterey - Carmel,Otter Inn Monterey,0.363636363636
Customer Favorite|Monterey - Carmel,Comfort Inn Carmel By The Sea,0.5
OR|Monterey - Carmel,Otter Inn Monterey,0.363636363636
InterContinental The Clement|Monterey - Carmel,The Clement Hotel Monterey,0.564102564103
Monterey Plaza Hotel and Spa|Monterey - Carmel,Lincoln Plaza Hotel Monterey Park,0.5
OR|Monterey - Carmel,Otter Inn Monterey,0.363636363636
OR|Monterey - Carmel,Otter Inn Monterey,0.363636363636
OR|Monterey - Carmel,Otter Inn Monterey,0.363636363636
Embassy Suites|Monterey - Carmel,Mariposa Inn & Suites Monterey,0.571428571429
REVIEW|Monterey - Carmel,River Inn Carmel By the Sea,0.4
Munras Lodge|Monterey - Carmel,Quail Lodge Carmel Valley,0.695652173913
REVIEW|Monterey - Carmel,River Inn Carmel By the Sea,0.4
OR|Monterey - Carmel,Otter Inn Monterey,0.363636363636
Seabreeze Inn and Cottages|Monterey - Carmel,Carmel Inn and Suites,0.564102564103
Good Nite Inn Salinas|Monterey - Carmel,Days Inn San Carlos Monterey,0.55
Best Western Shillington|Reading,Americas Best Value Inn Reading (Pennsylvania),0.468085106383
Sedona LAuberge de Sedona|Sedona,Los Abrigados Lodge Sedona,0.533333333333
OR|Sedona,Orchards Inn Sedona,0.285714285714
The Gant Condos|Aspen,Fifth Avenue Condominiums Aspen,0.6
Stowe Inn|Stowe,The Stowe Inn (Vermont),0.285714285714
Holiday Inn NOTE This property has recently changed to a Best Western|Williamsport,Holiday Inn Express Hotel & Suites Williamsport (Pennsylvania),0.489795918367
Shilo Inn|Eugene - Springfield,Shilo Inn Hotel And Suites Springfield (Oregon),0.692307692308
Customer Favorite|Tucson,Courtyard Hotel Airport Tucson,0.514285714286
OR|Tucson,Hotel Congress Tucson,0.4
OR|Tucson,Hotel Congress Tucson,0.4
REVIEW|Tucson,Residence Inn Tucson,0.421052631579
OR|Tucson,Hotel Congress Tucson,0.4
Hilton El Conquistador Resort|Tucson,Hacienda Del Sol Guest Ranch Resort Tucson,0.59375
Westward Look|Tucson,Wayward Winds Lodge Tucson,0.5
REVIEW|Tucson,Residence Inn Tucson,0.421052631579
Wingate|Tucson,Tucson Hotel City Center,0.444444444444
OR|Tucson,Hotel Congress Tucson,0.4
Americas Best Value Inn and Suites|Brenham,La Quinta Inn & Suites Brenham,0.576923076923
Holiday Inn Mansfield Conference Center|Mansfield - Bellville,Holiday Inn Hotel & Suites Mansfield (Ohio),0.533333333333
North Conway Grand Hotel|Attitash - North Conway,Green Granite Inn North Conway,0.4
Amerihost Inn|Cambridge,Americas Best Value Inn Cambridge (Maryland),0.611111111111
Amerisuites|Stamford - Bridgeport,Comfort Suites Bridgeport (Texas),0.64
Super|Stamford - Bridgeport,Super 8 Motel Stamford (Connecticut),0.555555555556
Homestead Suites|Stamford - Bridgeport,Comfort Suites Bridgeport (Texas),0.666666666667
Hilton Westin|Stamford - Bridgeport,Hilton Hotel Stamford (Connecticut),0.631578947368
OR|Stamford - Bridgeport,Zero Degrees Hotel Stamford (Connecticut),0.285714285714
OR|Stamford - Bridgeport,Zero Degrees Hotel Stamford (Connecticut),0.285714285714
Hyatt Regency Greenwich|Stamford - Bridgeport,Virginia Creek Settlement Bridgeport,0.375
Marriott|Stamford - Bridgeport,Marriott Hotel & Spa Stamford (Connecticut),0.695652173913
REVIEW|Stamford - Bridgeport,Travelodge Hotel Bridgeport (West Virginia),0.375
Customer Favorite|Boston,Comfort Inn Boston,0.5
OR|Boston,Harbor Hotel Boston,0.5
Four Points Sheraton|Boston,Four Seasons Hotel Boston,0.625
OR|Boston,Harbor Hotel Boston,0.5
Wyndham Chelsea|Boston,Ames Hotel Boston,0.421052631579
Days Inn Saugus|Boston,Days Inn Boston,0.695652173913
Red Roof Inn Saugus|Boston,Fairfield Inn & Suites South Boston,0.536585365854
Lenox formerly|Boston,Lenox Hotel Boston,0.526315789474
OR|Boston,Harbor Hotel Boston,0.5
Customer Favorite|Boston,Comfort Inn Boston,0.5
Customer Favorite|Boston,Comfort Inn Boston,0.5
OR|Boston,Harbor Hotel Boston,0.5
OR|Boston,Harbor Hotel Boston,0.5
REVIEW|Boston,Renaissance Waterfront Hotel Boston,0.357142857143
Customer Favorite|Boston,Comfort Inn Boston,0.5
Jurys Hotel|Boston,Days Hotel Boston,0.444444444444
OR|Boston,Harbor Hotel Boston,0.5
now a Courtyard not yet reported|Boston,Courtyard Hotel Downtown Tremont Boston,0.610169491525
Customer Favorite|Boston,Comfort Inn Boston,0.5
OR|Boston,Harbor Hotel Boston,0.5
Customer Favorite|Boston,Comfort Inn Boston,0.5
now Comfort Inn Randolph not yet reported to the board|Boston,Residence Inn Harbor Tudor Wharf Boston,0.418604651163
Hampton Inn Braintree|Boston,Hampton Inn & Suites Crosstown Center Boston,0.586206896552
Candlewood Suites|Boston,Chandler Inn Hotel Boston,0.551724137931
|Boston,,0.0
OR|Boston,Harbor Hotel Boston,0.5
Holiday Inn Brookline|Boston,Holiday Inn Express Boston,0.7
OR|Boston,Harbor Hotel Boston,0.5
Element Lexington|Boston,The Charles Street Inn Boston,0.461538461538
Summerfield Suites|Boston,Fairfield Inn & Suites South Boston,0.65
Hilton Garden Inn|Boston,Hilton Hotel Logan Airport Boston,0.631578947368
Hilton Woburn|Boston,Hilton Hotel Back Bay Boston,0.551724137931
OR|Boston,Harbor Hotel Boston,0.5
Sheraton Lexington|Boston,Sheraton Hotel Boston,0.615384615385
Staybridge Suites|Boston,Fairfield Inn & Suites South Boston,0.564102564103
OR|Boston,Harbor Hotel Boston,0.5
Best Western New Englander|Boston,Best Western Terrace Inn Boston,0.68
OR|Boston,Harbor Hotel Boston,0.5
Extended StayAmerica|Boston,Best Western Inn Longwood Medical Boston,0.415094339623
Hotel  MIT|Boston,Midtown Hotel Boston,0.6
Hotel Marlowe|Boston,Boston Park Plaza Hotel and Towers,0.48
OR|Boston,Harbor Hotel Boston,0.5
Customer Favorite|Boston,Comfort Inn Boston,0.5
Royal Sonesta|Boston,Courtyard Hotel South Boston,0.48275862069
Hotel Veritas|Boston,InterContinental Hotel Boston,0.434782608696
OR|Boston,Harbor Hotel Boston,0.5
Hawthorn Suites|Boston,Fairfield Inn & Suites South Boston,0.540540540541
OR|Boston,Harbor Hotel Boston,0.5
Radisson Hotel Cambridge|Boston,Radisson Hotel Boston,0.592592592593
Sheraton Newton|Boston,Sheraton Hotel Boston,0.695652173913
Courtyard Natick Framingham|Boston,Courtyard Hotel Downtown Tremont Boston,0.592592592593
Radisson Hotel and Suites Chelmsford|Boston,Embassy Suites Logan Airport Boston,0.509090909091
REVIEW|Boston,Renaissance Waterfront Hotel Boston,0.357142857143
Hilton Dedham Place|Boston,Hilton Hotel Back Bay Boston,0.571428571429
Sheraton Ferncroft Resort|Boston,Sheraton Hotel Boston,0.484848484848
Sheraton Colonial Hotel and Golf Club Boston North|Boston,The College Club of Boston Hotel,0.555555555556
OR|Boston,Harbor Hotel Boston,0.5
OR|Boston,Harbor Hotel Boston,0.5
REVIEW|Boston,Renaissance Waterfront Hotel Boston,0.357142857143
OR|Boston,Harbor Hotel Boston,0.5
OR|Boston,Harbor Hotel Boston,0.5
The Ames|Boston,Ames Hotel Boston,0.666666666667
|Boston,,0.0
OR|Boston,Harbor Hotel Boston,0.5
OR|Boston,Harbor Hotel Boston,0.5
Millenium Bostonian previoulsy|Boston,Millennium Bostonian Hotel Boston,0.684210526316
OR|Boston,Harbor Hotel Boston,0.5
OR|Boston,Harbor Hotel Boston,0.5
|Boston,,0.0
OR|Boston,Harbor Hotel Boston,0.5
Radisson Rockland|Boston,Radisson Hotel Boston,0.64
Westin|Boston,Westin Hotel Waterfront Boston,0.5
Hilton Garden Inn|Boston,Hilton Hotel Logan Airport Boston,0.631578947368
Summerfiled Suites Waltham|Boston,Fairfield Inn & Suites South Boston,0.5
OR|Boston,Harbor Hotel Boston,0.5
Extended StayAmerica|Boston,Best Western Inn Longwood Medical Boston,0.415094339623
