Holiday Inn Hotel and Suites|Seattle,Holiday Inn Seattle,0.733333333333
Extended StayAmerica|Seattle,Extended Stay America Hotel Northgate Seattle,0.769230769231
Silver Cloud Inn|Seattle,Silver Cloud Hotel Stadium Seattle,0.756756756757
Days Inn Seattle North|Seattle,Days Inn Aurora Seattle,0.733333333333
Silver Cloud Inn|Seattle,Silver Cloud Hotel Stadium Seattle,0.756756756757
Holiday Inn Express Hotel and Suites|Seattle,Holiday Inn Express Hotel & Suites City Center Seattle,0.794117647059
Extended StayAmerica|Seattle,Extended Stay America Hotel Northgate Seattle,0.769230769231
Extended StayAmerica Tukwila|Seattle,Extended Stay America Hotel Northgate Seattle,0.766666666667
Hotel Deca|Seattle,Deca Hotel Seattle,1.0
Silver Cloud Inn|Seattle,Silver Cloud Hotel Stadium Seattle,0.756756756757
Residence Inn|Branson,Residence Inn Branson,1.0
Still Waters Condominium Resort|Branson,Still Waters Resort Branson,0.76
The Suites at Fall Creek|Branson,The Suites at Fall Creek Branson,1.0
Welk Resort|Branson,Welk Resort Branson,1.0
Dockers Inn|Branson,Dockers Inn Branson,1.0
Scenic Hills Inn|Branson,Scenic Hills Inn Branson,1.0
Grand Oaks Hotel|Branson,Grand Oaks Hotel Branson,1.0
La Quinta Inn and Suites|Ocala,La Quinta Inn & Suites Ocala,0.952380952381
Country Inn and Suites|Winchester,Country Inn & Suites Winchester (Virginia),0.947368421053
Holiday Inn Express Hotel and Suites|Winchester,Holiday Inn Express Hotel & Suites Winchester (Virginia),0.964285714286
Days Inn|Allentown,Days Inn Allentown,1.0
Holiday Inn Express|Fort Bragg,Holiday Inn Express Fort Bragg,1.0
Holiday Inn Express|Harlingen - Rio Grande Valley Intl Airport HRL,Holiday Inn Express Harlingen,1.0
Doubletree|Burlington,Doubletree Hotel Burlington (Vermont),1.0
Holiday Inn|Burlington,Holiday Inn South Burlington,1.0
Holiday Inn Express|Burlington,Holiday Inn Express South Burlington,1.0
Holiday Inn and Suites|Bentonville - Rogers,Holiday Inn Hotel & Suites Rogers (Arkansas),0.923076923077
Staybridge Suites|Bentonville - Rogers,Staybridge Suites Bentonville Rogers (Arkansas),0.739130434783
AmericInn|International Falls,AmericInn Hotel International Falls,1.0
Days Inn|International Falls,Days Inn International Falls,1.0
Cambria Suites|Boise,Cambria Suites Airport Boise,0.777777777778
Hyatt Place at the Mall|Boise,Hyatt Place Hotel Towne Square Boise,0.708333333333
Hilton|Fort Collins - Loveland,Hilton Hotel Fort Collins,1.0
Holiday Inn Express|Fort Collins - Loveland,Holiday Inn Express Hotel & Suites Fort Collins,0.791666666667
Quality Suites|Fort Collins - Loveland,Quality Inn & Suites Fort Collins,0.823529411765
Holiday Inn Lake George Turf|Glens Falls - Lake George,Holiday Inn Resort Turf Lake George,0.78431372549
Lynn Aire Motel|Glens Falls - Lake George,Lyn Aire Motel Lake George,0.965517241379
Studio Motel|Glens Falls - Lake George,Studio Motel Lake George,1.0
Marriott Colorado Springs|Colorado Springs,Marriott Hotel Colorado Springs,1.0
Hyatt Place|Colorado Springs,Hyatt Place Hotel Colorado Springs,1.0
Residence Inn|Colorado Springs,Residence Inn North Colorado Springs,0.8125
Hampton Inn North|Colorado Springs,Hampton Inn Airport Colorado Springs,0.833333333333
La Quinta Garden of the Gods|Colorado Springs,La Quinta Inn Garden of the Gods Colorado Springs,0.933333333333
TownePlace Suites Colorado Springs|Colorado Springs,TownePlace Suites Colorado Springs,1.0
Crestwood Suites|Colorado Springs,Crestwood Suites Colorado Springs,1.0
Cheyenne Mountain Resort|Colorado Springs,Cheyenne Mountain Resort Colorado Springs,1.0
Crowne Plaza|Colorado Springs,Crowne Plaza Hotel Colorado Springs,1.0
Holiday Inn Express|Milford - Foxboro,Holiday Inn Express Boston Milford (Massachusetts),0.844444444444
Days Inn|New Stanton,Days Inn New Stanton,1.0
Holiday Inn|Clarion,Holiday Inn Clarion,1.0
Cambria Suites|Minneapolis,Comfort Suites Minneapolis,0.714285714286
Hilton Garden Inn|Minneapolis,Hilton Garden Inn Downtown Minneapolis,0.790697674419
Hotel Ivy|Minneapolis,Ivy Hotel Minneapolis,1.0
Le Meridien Chambers|Minneapolis,Le Meridien Chambers Hotel Minneapolis,1.0
Graves|Minneapolis,Graves 601 Hotel Minneapolis,0.75
Hilton Marquette|Minneapolis,The Marquette Hotel Minneapolis,0.758620689655
Hyatt Regencey|Minneapolis,Hyatt Regency Hotel Minneapolis,0.962962962963
Radisson Plaza|Minneapolis,Radisson Plaza Hotel Minneapolis,1.0
Westin|Minneapolis,The Westin Hotel Minneapolis,0.75
Crowne Plaza Northstar|Minneapolis,Crowne Plaza Hotel Northstar Downtown Minneapolis,0.814814814815
Millennium Hotel Minneapolis|Minneapolis,Millennium Hotel Minneapolis,1.0
Sheraton Midtown|Minneapolis,Sheraton Midtown Hotel Minneapolis,1.0
Aloft|Minneapolis,Aloft Hotel Minneapolis,1.0
Doubletree Hotel Guest Suites|Minneapolis,Doubletree Guest Suites Minneapolis,0.978723404255
Residence Inn at the Depot|Minneapolis,Residence Inn Depot Minneapolis,0.844444444444
TownePlace Suites Downtown|Minneapolis,Towneplace Suites Downtown Minneapolis,1.0
Holiday Inn Express|Minneapolis,Holiday Inn Metrodome Minneapolis,0.75
Residence Inn|Minneapolis,Residence Inn Depot Minneapolis,0.8125
Northland Inn|Minneapolis,Northland Inn Minneapolis,1.0
Radisson|Minneapolis,Radisson Plaza Hotel Minneapolis,0.727272727273
Radisson|Minneapolis,Radisson Plaza Hotel Minneapolis,0.727272727273
Hilton Garden Inn|Minneapolis,Hilton Garden Inn Downtown Minneapolis,0.790697674419
Holiday Inn I|Minneapolis,Holiday Inn Metrodome Minneapolis,0.705882352941
Ramada Plaza|Minneapolis,Ramada Plaza Hotel Minneapolis,1.0
Holiday Inn Express and Suites|Minneapolis,Holiday Inn Express Hotel & Suites Downtown Minneapolis,0.8125
Holiday Inn Minneapolis West|Minneapolis,Holiday Inn Metrodome Minneapolis,0.736842105263
Towneplace Suites St Louis Park|Minneapolis,Towneplace Suites Downtown Minneapolis,0.701754385965
Best Western Rama Inn|Redmond,Best Western Rama Inn Redmond (Oregon),1.0
Courtyard|Fitchburg,Courtyard Hotel Fitchburg,1.0
Days Inn|Mt Pocono,Days Inn Sumter,1.0
Mt Pocono Motel|Mt Pocono,Mount Pocono Motel,1.0
Comfort Inn|Dover-Durham,Comfort Inn Durham (North Carolina),1.0
Best Western Grand Canyon Squire Inn|Grand Canyon South Rim - Tusayan,Best Western Squire Inn Grand Canyon,0.779661016949
Holiday Inn Express Grand Canyon|Grand Canyon South Rim - Tusayan,Holiday Inn Express Grand Rapids Southwest Grandville,0.756756756757
Holiday Inn|Terre Haute,Holiday Inn Terre Haute,1.0
Golden Nugget|Las Vegas,Golden Nugget Hotel Las Vegas,1.0
Four Queens|Las Vegas,Four Queens Hotel and Casino Las Vegas,0.733333333333
Fitzgeralds|Las Vegas,Fitzgeralds Hotel Las Vegas,1.0
Gold Spike|Las Vegas,Gold Spike Hotel Las Vegas,1.0
Plaza Hotel|Las Vegas,Plaza Hotel Las Vegas,1.0
El Cortez|Las Vegas,El Cortez Hotel Las Vegas,1.0
Golden Gate|Las Vegas,Golden Gate Hotel Las Vegas,1.0
Boulder Station|Las Vegas,Boulder Station Hotel Las Vegas,1.0
Extended StayAmerica|Las Vegas,Extended Stay America Hotel Valley View Las Vegas,0.740740740741
Extended Stay Deluxe East Flamingo|Las Vegas,Extended Stay Deluxe Hotel East Flamingo Las Vegas,0.985507246377
Fiesta Station|Las Vegas,Texas Station Hotel North Las Vegas,0.740740740741
Sunset Station|Las Vegas,Santa Fe Station Hotel Las Vegas,0.733333333333
Signature at MGM Grand|Las Vegas,The Signature Hotel at MGM Grand Las Vegas,0.897959183673
Hard Rock Hotel|Las Vegas,Hard Rock Hotel Las Vegas,1.0
Renaissance|Las Vegas,Renaissance Hotel Las Vegas,1.0
Westin Casuarina previoulsy|Las Vegas,Westin Casuarina Hotel Las Vegas,0.744186046512
Atrium Suites|Las Vegas,Atrium Suites Las Vegas,1.0
Alexis Park|Las Vegas,Alexis Park Resort Hotel Las Vegas,0.758620689655
Desert Rose Resort|Las Vegas,Desert Rose Resort Las Vegas,1.0
Holiday Inn|Las Vegas,Holiday Inn Las Vegas,1.0
Hyatt Place|Las Vegas,Hyatt Place Hotel Las Vegas,1.0
La Quinta Inn Convention Center|Las Vegas,Courtyard Hotel Convention Center Las Vegas,0.745762711864
Extended Stay Deluxe East Flamingo|Las Vegas,Extended Stay Deluxe Hotel East Flamingo Las Vegas,0.985507246377
Terribles Casino|Las Vegas,Hooters Casino Hotel Las Vegas,0.733333333333
Best Western Mardi Gras Inn|Las Vegas,Best Western Mardi Gras Hotel Las Vegas,0.92
Americas Best Value Inn|Las Vegas,Americas Best Value Inn Las Vegas,1.0
Cancun Resort|Las Vegas,Cancun Resort Las Vegas,1.0
Doubletree Club Airport|Las Vegas,Doubletree Club Hotel Airport Las Vegas,0.978723404255
Artisan|Las Vegas,Artisan Hotel Las Vegas,1.0
Hampton Inn Tropicana|Las Vegas,Hampton Inn Tropicana Las Vegas,1.0
Holdiay Inn Express|Las Vegas,Holiday Inn Express West Las Vegas,0.837209302326
Gold Coast Hotel and Casino|Las Vegas,Gold Coast Hotel Las Vegas,0.714285714286
Palace Station|Las Vegas,Palace Station Hotel Las Vegas,1.0
Palace Station Courtyard|Las Vegas,Palace Station Hotel Las Vegas,0.736842105263
Extended StayAmerica Valley View|Las Vegas,Extended Stay America Hotel Valley View Las Vegas,0.969696969697
Wild Wild West Casino|Las Vegas,Wild Wild West Hotel Las Vegas,0.8
La Quinta Inn Nellis|Las Vegas,La Quinta Inn Nellis Las Vegas,1.0
Fiesta Rancho Casino|Las Vegas,Fiesta Rancho Hotel North Las Vegas,0.787878787879
Trump Tower International|Las Vegas,Trump International Hotel Las Vegas,0.863636363636
Wynn|Las Vegas,Wynn Hotel Las Vegas,1.0
Riviera|Las Vegas,Riviera Hotel Las Vegas,1.0
Stratosphere Hotel and Casino|Las Vegas,Stratosphere Hotel Las Vegas,0.75
Imperial Palace Tower Rooms|Las Vegas,Imperial Palace Hotel Las Vegas,0.714285714286
Rodeway Inn|Las Vegas,Rodeway Inn Las Vegas,1.0
Aria Hotel and Casino|Las Vegas,Aria Resort & Casino Las Vegas,0.75
Vdara|Las Vegas,Vdara Hotel Las Vegas,1.0
Planet Hollywood Towers|Las Vegas,Planet Hollywood Towers Hotel Las Vegas,1.0
THEhotel at Mandalay Bay|Las Vegas,THEhotel at Mandalay Bay Las Vegas,1.0
MGM Grand|Las Vegas,MGM Grand Hotel Las Vegas,1.0
Monte Carlo|Las Vegas,Monte Carlo Resort Las Vegas,0.758620689655
Paris|Las Vegas,Paris Hotel Las Vegas,1.0
Luxor|Las Vegas,Luxor Hotel Las Vegas,1.0
Polo Towers|Las Vegas,Polo Towers Suites Las Vegas,0.758620689655
Cliffs at Peace Canyon|Las Vegas,Cliffs Hotel Peace Canyon Las Vegas,0.952380952381
Element Summerlin|Las Vegas,Element Summerlin Hotel Las Vegas,1.0
Holiday Inn|Marquette,Holiday Inn Marquette,1.0
Ramada Inn|Marquette,Ramada Inn Marquette,1.0
Hampton Inn Suisun City Waterfront|Fairfield - Suisun City,Hampton Inn and Suites Waterfront Suisun City,0.825396825397
Best Western Garden Inn of Cartersville|Cartersville,Best Western Garden Inn & Suites Cartersville,0.827586206897
Baymont Inn and Suites|Mount Pleasant,Baymont Inn & Suites Mount Pleasant (Michigan),0.947368421053
Candlewood Suites|Lansing,Candlewood Suites East Lansing (Michigan),0.871794871795
Holiday Inn Express|Richmond,Holiday Inn Express Downtown Richmond,0.808510638298
Berkeley Hotel|Richmond,The Berkeley Hotel Richmond,0.8
Omni|Richmond,Omni Richmond Hotel,1.0
Comfort Inn and Conference Center|Richmond,Comfort Inn Conference Center Midtown Richmond,0.848484848485
Best Western Governors Motel|Richmond,Best Western Governors Inn Richmond,0.851851851852
Hyatt Place|Richmond,Hyatt Place Hotel Airport Richmond,0.709677419355
Holiday Inn Richmond South|Richmond,Holiday Inn South Belles Richmond,0.809523809524
Crowne Plaza|Richmond,Crowne Plaza Hotel West Richmond,0.8
Holiday Inn I|Richmond,Holiday Inn Richmond,0.916666666667
Hyatt Place|Richmond,Hyatt Place Hotel Airport Richmond,0.709677419355
Hampton Inn|Louisville,Hampton Inn Airport Louisville,0.733333333333
Breckinridge Inn|Louisville,Breckinridge Inn Louisville (Kentucky),0.727272727273
Jameson Inn South|Louisville,Jameson Inn South Louisville (Kentucky),0.739130434783
Hyatt Place|Louisville,Hyatt Place Hotel East Louisville,0.785714285714
Baymont Inn|Columbus,Hampton Inn Columbus (Mississippi),0.727272727273
Crowne Plaza DOWNTOWNARENA zone|Columbus,Crowne Plaza Hotel Downtown Columbus (Ohio),0.754098360656
Doubletree Hotel Guest Suites|Columbus,Doubletree Guest Suites Columbus (Ohio),0.836363636364
Holiday Inn at Capital Square|Columbus,Holiday Inn Capitol Square Columbus,0.909090909091
Holiday Inn Express OSU Zone|Columbus,Holiday Inn Express Hotel & Suites Columbus (Texas),0.80701754386
Embassy Suites|Columbus,Embassy Suites Columbus (Ohio),0.777777777778
Hyatt Place|Columbus,Hyatt Place Hotel Osu Columbus,0.814814814815
Hampton Inn|Columbus,Hampton Inn Columbus (Mississippi),1.0
Extended StayAmerica Metro Place Drive|Columbus,Extended Stay America Hotel Easton Columbus (Ohio),0.72
Best Western Executive Suites|Columbus,Best Western Executive Suites Columbus (Mississippi),1.0
Extended StayAmerica East|Columbus,Extended Stay America Hotel Columbus,0.869565217391
Crowne Plaza North|Columbus,Crowne Plaza Hotel North Columbus (Ohio),0.8
Marriott North|Columbus,Marriott Hotel Columbus (Georgia),0.727272727273
Embassy Suites ZONE North|Columbus,Embassy Suites Columbus (Ohio),0.765957446809
Hawthorn Suites|Columbus,Hawthorn Suites West Columbus,0.857142857143
Wingate ZONE Polaris|Columbus,Wingate Inn Polaris Columbus (Ohio),0.723404255319
Best Western Columbus North|Columbus,Best Western Hotel North Columbus (Ohio),0.826086956522
Country Inn and Suites NORTH ZONE|Columbus,Country Inn & Suites North Columbus (Ohio),0.825396825397
Extended Stay on Lyra POLARIS ZONE|Columbus,Extended Stay Deluxe Hotel Polaris Columbus (Ohio),0.704225352113
Holiday Inn Express Columbus North NORTH ZONE|Columbus,Holiday Inn Express Hotel & Suites Northlake Columbus,0.763157894737
Baymont Inn and Suites|Columbus,Country Inn & Suites Columbus,0.736842105263
Columbus Inn and Suites|Columbus,Sleep Inn & Suites Columbus,0.714285714286
Days Inn|Columbus,Days Inn Columbus (Mississippi),1.0
Baymont Inn and Suites|Columbus,Country Inn & Suites Columbus,0.736842105263
Best Western Port Columbus|Columbus,Best Western Hotel Columbus,0.827586206897
Country Inn and Suites|Columbus,Country Inn & Suites Columbus,0.947368421053
Extended StayAmerica Easton|Columbus,Extended Stay America Hotel Easton Columbus (Ohio),0.84375
Dury Inn|Columbus,Days Inn Columbus (Mississippi),0.75
Comfort Suites Hilliard|Columbus,Comfort Suites Columbus,0.756756756757
Sheraton Suites|Columbus,Sheraton Suites Columbus (Ohio),0.789473684211
Doubletree|Columbus,Doubletree Hotel Columbus,1.0
Holiday Inn|Columbus,Holiday Inn Columbus (Mississippi),1.0
EconoLodge Worthington|Columbus,Econo Lodge Worthington Columbus,0.977777777778
Crowne Plaza AIRPORT IND EAST|Indianapolis,Crowne Plaza Hotel Airport Indianapolis,0.8
Country Inn and Suites|Indianapolis,Country Inn & Suites South Indianapolis,0.818181818182
Hyatt Place Airport|Indianapolis,Hyatt Place Hotel Airport Indianapolis,0.974358974359
La Quinta EAST|Indianapolis,La Quinta Inn East Indianapolis,0.875
Ramada Indianapolis Airport|Indianapolis,Ramada Inn Airport Indianapolis,0.909090909091
Baymont Inn|Indianapolis,Baymont Inn And Suites Indianapolis,0.758620689655
Days Inn Airport|Indianapolis,Days Hotel Airport Indianapolis,0.896551724138
Extended Stay Deluxe|Indianapolis,Extended Stay Deluxe Hotel Airport Indianapolis,0.816326530612
Hyatt Regency|Indianapolis,Hyatt Regency Hotel Indianapolis,1.0
Omni Severin|Indianapolis,Omni Severin Hotel Indianapolis,1.0
University Place Hotel|Indianapolis,University Place Hotel Indianapolis,1.0
Westin|Indianapolis,The Westin Hotel Indianapolis,0.75
Crowne Plaza Union Station|Indianapolis,Crowne Plaza Hotel Union Station Indianapolis,0.981132075472
Embassy Suites|Indianapolis,Embassy Suites North Indianapolis,0.823529411765
Sheraton City Center|Indianapolis,Sheraton Hotel City Centre Indianapolis,0.926829268293
Comfort Suites City Centre|Indianapolis,Comfort Suites City Centre Indianapolis,1.0
Holiday Inn Express|Indianapolis,Holiday Inn Express South Indianapolis,0.863636363636
Drury Inn and Suites|Indianapolis,Drury Inn & Suites Northeast Indianapolis,0.727272727273
Staybridge Suites|Indianapolis,Staybridge Suites Fishers Indianapolis,0.809523809524
Comfort Inn and Suites|Indianapolis,Comfort Inn And Suites Indianapolis,1.0
Drury Inn|Indianapolis,Drury Inn Indianapolis,1.0
Holiday Inn Express Northwest Park|Indianapolis,Holiday Inn Express Northwest Indianapolis,0.920634920635
Comfort Inn and Suites|Indianapolis,Comfort Inn And Suites Indianapolis,1.0
Extended Stay Deluxe|Indianapolis,Extended Stay Deluxe Hotel Airport Indianapolis,0.816326530612
Fairfield Inn|Indianapolis,Fairfield Inn South Indianapolis,0.8125
TownePlace Suites|Indianapolis,TownePlace Suites Keystone Indianapolis,0.790697674419
Holiday Inn Express|Indianapolis,Holiday Inn Express South Indianapolis,0.863636363636
Holiday Inn|Danbury,Holiday Inn Danbury,1.0
Maron Hotel and Suites|Danbury,Maron Hotel & Suites Danbury,0.928571428571
Holiday Inn Airport|Buffalo,Quality Inn Airport Buffalo (New York),0.789473684211
Comfort Suites|Buffalo,Comfort Suites Buffalo (New York),1.0
Days Inn Airport|Buffalo,Days Hotel Airport Buffalo (New York),0.896551724138
Holiday Inn Express Airport|Buffalo,Holiday Inn Express And Suites New Buffalo,0.792452830189
Holiday Inn Express Galleria|Buffalo,Holiday Inn Express And Suites New Buffalo,0.740740740741
Quality Inn|Buffalo,Quality Inn Airport Buffalo (New York),0.733333333333
Hampton Inn|Buffalo,Hampton Inn And Suites Buffalo (Texas),0.758620689655
Holiday Inn|Buffalo,Holiday Inn Downtown Buffalo (New York),0.709677419355
Doubletree Club|Buffalo,Doubletree Club Hotel Downtown Buffalo (New York),0.75
Hyatt Regency Buffalo|Buffalo,Hyatt Regency Hotel Buffalo (New York),1.0
Holiday Inn Downtown|Buffalo,Holiday Inn Downtown Buffalo (New York),1.0
Best Western Dartmouth Inn|New Bedford - North Dartmouth - Fairhaven,Best Western Inn North Dartmouth,0.761904761905
Comfort Inn|New Bedford - North Dartmouth - Fairhaven,Comfort Inn North Dartmouth,1.0
Holiday Inn Express|Poughkeepsie,Holiday Inn Express Poughkeepsie,1.0
Holiday Inn|Valdosta,Holiday Inn Valdosta,1.0
La Quinta Inn and Suites|Valdosta,La Quinta Inn & Suites Valdosta,0.952380952381
Days Inn|Valdosta,Holiday Inn Valdosta,0.736842105263
Westin on Beale Street|Memphis,Westin Hotel Beale Street Memphis (Tennessee),0.727272727273
Doubletree Downtown|Memphis,Doubletree Hotel Downtown Memphis (Tennessee),0.730769230769
Holiday Inn Select Downtown Beale Street|Memphis,Holiday Inn Select Downtown Memphis (Tennessee),0.825
Holiday Inn Select|Memphis,Holiday Inn West Memphis,0.758620689655
Holiday Inn|Memphis,Holiday Inn West Memphis,1.0
