Extended Stay Deluxe Lenox|Atlanta,Extended Stay Deluxe Hotel Lenox Atlanta (Georgia),0.8125
La Quinta Lenox Buckhead|Atlanta,La Quinta Inn Lenox Buckhead Atlanta (Georgia),0.761904761905
Hilton|Atlanta,Hilton Hotel Atlanta,1.0
Hyatt Regency|Atlanta,Hyatt Regency Hotel Atlanta,1.0
Marriott Marquis|Atlanta,Marriott Marquis Hotel Atlanta,1.0
Omni Hotel at CNN Center|Atlanta,Omni Hotel CNN Center Atlanta,0.914285714286
Marriott Downtown|Atlanta,Marriott Hotel Downtown Atlanta,0.971428571429
Sheraton|Atlanta,Sheraton Hotel Atlanta,1.0
Westin Peachtree Plaza|Atlanta,Westin Hotel Peachtree Plaza Atlanta (Georgia),0.785714285714
Marriott Century Center|Atlanta,Marriott Hotel Century Center Atlanta (Georgia),0.793103448276
Extended StayAmerica Clairmont|Atlanta,Extended Stay America Hotel Clairmont Atlanta (Georgia),0.821917808219
Hampton Inn Druid Hills|Atlanta,Hampton Inn North Druid Hills Atlanta,0.884615384615
Homestead North Druid Hills|Atlanta,Doubletree Hotel North Druid Hills Atlanta,0.785714285714
Renaissance Waverly ZONE Galleria|Atlanta,Renaissance Waverly Hotel Atlanta (Georgia),0.8125
Crowne Plaza Perimeter Northwest|Atlanta,Crowne Plaza Hotel Perimeter Northwest Atlanta (Georgia),0.842105263158
Marriott Northwest ZONE GALLERIA|Atlanta,Marriott Hotel Northwest Atlanta (Georgia),0.806451612903
Sheraton Suites Galleria ZONE GALLERIA|Atlanta,Sheraton Suites Galleria Atlanta (Georgia),0.849315068493
Doubletree Guest Suites Galleria ZONE GALLERIA|Atlanta,Doubletree Guest Suites Galleria Atlanta (Georgia),0.876404494382
Extended StayAmerica Marietta|Atlanta,Extended Stay America Hotel Perimeter Atlanta (Georgia),0.722222222222
Homestead Studio Suites Cumberland|Atlanta,Homestead Studio Suites Perimeter Atlanta (Georgia),0.717948717949
Loews Atlanta|Atlanta,Loews Hotel Atlanta,1.0
Georgian Terrace Hotel|Atlanta,Georgian Terrace Hotel Atlanta,1.0
Marriott Suites|Atlanta,Marriott Marquis Hotel Atlanta,0.774193548387
Courtyard MidtownGeorgia Tech|Atlanta,Courtyard Hotel Midtown Atlanta (Georgia),0.827586206897
Residence Inn Midtown|Atlanta,Residence Inn Midtown Atlanta (Georgia),0.792452830189
Marriott Perimeter Center|Atlanta,Marriott Hotel Perimeter Center Atlanta (Georgia),0.806451612903
Courtyard Perimeter Center|Atlanta,Courtyard Hotel Perimeter Center Atlanta (Georgia),0.8125
Hilton Garden Inn Perimeter Center|Atlanta,Hilton Garden Inn Perimeter Center Atlanta (Georgia),0.860759493671
Sheraton Perimeter North|Atlanta,Sheraton Hotel Perimeter North Atlanta (Georgia),0.8
Extented Stay Deluxe|Atlanta,Extended Stay Deluxe Hotel Atlanta (Georgia),0.730769230769
Hampton Inn|Westchester County,Hampton Inn Chicago Westchester,0.733333333333
Wingate BradentonLakewood Ranch|Bradenton,Wingate Inn & Suites Lakewood Ranch Bradenton,0.771929824561
Holiday Inn|Waterloo,Holiday Inn Waterloo (New York),1.0
Travelodge Absecon|Atlantic City - Cape May,Travelodge Hotel Bayside Atlantic City,0.756756756757
Holiday Inn|Atlantic City - Cape May,Days Inn Atlantic City,0.736842105263
Trump Plaza|Atlantic City - Cape May,Trump Plaza Hotel Atlantic City,1.0
Courtyard|Atlantic City - Cape May,Courtyard Hotel Atlantic City,1.0
Tropicana|Atlantic City - Cape May,Tropicana Resort Atlantic City,0.72
Trump Marina Hotel Casino|Atlantic City - Cape May,Trump Marina Hotel Atlantic City,0.75
Comfort Inn West Bayside Resort|Atlantic City - Cape May,Comfort Inn & Suites West Atlantic City,0.714285714286
Congress Hall|Atlantic City - Cape May,Congress Hall Hotel Cape May,1.0
Holiday Inn|Pocatello,Holiday Inn Pocatello,1.0
La Quinta Inn and Suites West|Lakeland,La Quinta Inn & Suites West Lakeland (Florida),0.793650793651
Hilton|Fort Collins,Hilton Hotel Fort Collins,1.0
Marriott|Fort Collins,Marriott Hotel Fort Collins,1.0
Residence Inn|Fort Collins,Residence Inn Fort Collins,1.0
Red Lion|Redding,Red Lion Hotel Redding,1.0
La Quinta Inn|Redding,La Quinta Inn & Suites Redding,0.742857142857
Americas Best Value Inn|Redding,Americas Best Value Inn Redding,1.0
Fairfield Inn|Galesburg,Fairfield Inn Galesburg,1.0
Country Inn and Suites|Kearney,Country Inn & Suites Kearney (Nebraska),0.947368421053
Courtyard|Chico,Courtyard Hotel Chico,1.0
Holiday Inn|Chico,Holiday Inn Chico,1.0
Residence Inn|Chico,Residence Inn Chico,1.0
Holliday Inn Executive Center|Virginia Beach,Holiday Inn Executive Center Virginia Beach,0.982456140351
Residence Inn|Virginia Beach,Residence Inn Oceanfront Virginia Beach,0.702702702703
Doubletree|Virginia Beach,Doubletree Hotel Virginia Beach,1.0
La Quinta Inn|Virginia Beach,La Quinta Inn Norfolk Virginia Beach,0.764705882353
Sheraton Oceanfront|Virginia Beach,Sheraton Oceanfront Hotel Virginia Beach,1.0
Courtyard North|Virginia Beach,Courtyard Hotel North Virginia Beach,0.967741935484
Courtyard Oceanfront South|Virginia Beach,Courtyard Hotel South Virginia Beach,0.761904761905
Doubletree|Virginia Beach,Doubletree Hotel Virginia Beach,1.0
Holiday Inn Sunspree Resort on the Ocean|Virginia Beach,Holiday Inn Sunspree Resort Virginia Beach,0.805970149254
Holiday Inn Surfside|Virginia Beach,Holiday Inn Oceanside Virginia Beach,0.780487804878
Country Inn and Suites Oceanfront|Virginia Beach,Country Inn & Suites Oceanfront Virginia Beach,0.966666666667
Fairfield Inn Oceanfront|Virginia Beach,Fairfield Inn & Suites Oceanfront Virginia Beach,0.842105263158
La Qinta Inn and Suites|Virginia Beach,La Quinta Inn & Suites Virginia Beach,0.926829268293
Atlantic Hotel|Virginia Beach,19 Atlantic Hotel Virginia Beach,0.842105263158
Courtyard|Virginia Beach,Courtyard Hotel North Virginia Beach,0.72
Courtyard|Virginia Beach,Courtyard Hotel North Virginia Beach,0.72
Crowne Plaza Norfolk|Virginia Beach,Crowne Plaza Hotel Norfolk Virginia Beach,0.975609756098
Residence Inn|Virginia Beach,Residence Inn Oceanfront Virginia Beach,0.702702702703
Founders Inn|Virginia Beach,Founders Inn and Spa Virginia Beach,0.857142857143
Westin Town Center|Virginia Beach,Westin Town Center Hotel Virginia Beach,1.0
Crowne Plaza|Virginia Beach,Crowne Plaza Hotel Norfolk Virginia Beach,0.727272727273
Hilton Garden Inn Town Center|Virginia Beach,Hilton Garden Inn Tower Center Virginia Beach,0.949152542373
Doubletree|Charlotte,Doubletree Hotel Charlottesville,1.0
Holiday Inn|Charlotte,Days Inn Port Charlotte,0.736842105263
Hyatt Place Airport|Charlotte,Hyatt Place Hotel Airport Charlotte,0.974358974359
Country Inn and Suites|Charlotte,Country Inn & Suites Port Charlotte,0.947368421053
Fairfield Inn|Charlotte,Fairfield Inn Charlottesville,1.0
DoubleTree Suites|Charlotte,Doubletree Hotel Charlottesville,0.740740740741
Courtyard South Park|Charlotte,Courtyard Hotel North Charlottesville,0.722222222222
Residence Inn|Charlotte,Residence Inn Charlottesville,1.0
Omni|Charlotte,Omni Hotel Charlottesville,1.0
Westin|Charlotte,Westin Hotel Charlotte,1.0
Doubletree|Charlotte,Doubletree Hotel Charlottesville,1.0
Holiday Inn Center City|Charlotte,Days Inn Center City Charlotte,0.883720930233
Doubletree Airport|Charlotte,Doubletree Hotel Airport Charlotte,0.972972972973
Embassy Suites|Charlotte,Embassy Suites Charlotte,1.0
Courtyard Arrowwood|Charlotte,Courtyard Hotel Airport Charlotte,0.702702702703
Residence Inn|Charlotte,Residence Inn Charlottesville,1.0
Extended StayAmerica Tyvola Road|Charlotte,Extended Stay America Hotel Tyvola Charlotte (North Carolina),0.784810126582
Courtyard|Charlotte,Courtyard Hotel North Charlottesville,0.72
Courtyard|Charlotte,Courtyard Hotel North Charlottesville,0.72
Residence Inn|Charlotte,Residence Inn Charlottesville,1.0
Springhill Suites|Charlotte,SpringHill Suites Airport Charlotte,0.809523809524
Courtyard Charlotte University|Charlotte,Courtyard Hotel University Charlotte,1.0
Holiday Inn University|Charlotte,Holiday Inn University Charlottesville,1.0
Residence Inn|Charlotte,Residence Inn Charlottesville,1.0
Springhill Suites Charlotte University|Charlotte,SpringHill Suites Airport Charlotte,0.777777777778
Four Points|Bangor - Bar Harbor,Four Points Hotel Airport Bangor (Maine),0.709677419355
Fairfield Inn|Bangor - Bar Harbor,Fairfield Inn Bangor (Maine),1.0
Ramada Inn|Bangor - Bar Harbor,Ramada Inn Bangor (Maine),1.0
Holiday Inn Roswell|Fulton - Gwinnett,Holiday Inn Express Fulton,0.736842105263
Marriott|Racine,Marriott Hotel Racine,1.0
Hilton|Seattle,Hilton Hotel Seattle,1.0
Days Inn|Seattle,Holiday Inn Seattle,0.736842105263
Westin|Seattle,Westin Hotel Seattle,1.0
Courtyard Downtown|Seattle,Courtyard Hotel Downtown Lake Union Seattle,0.75
Extended StayAmerica|Seattle,Extended Stay America Hotel Northgate Seattle,0.769230769231
Residence Inn|Seattle,Residence Inn Lake Union Seattle,0.702702702703
Country Inn and Suites|Seattle,Comfort Inn & Suites Seattle,0.736842105263
Holiday Inn Express|Seattle,Holiday Inn Seattle,0.733333333333
Holiday Inn|Seattle,Holiday Inn Seattle,1.0
Homewood Suites Seattle Downtown|Seattle,Homewood Suites Downtown Seattle,0.979591836735
Marqueen|Seattle,Marqueen Hotel Seattle,1.0
Best Western Executive Inn|Seattle,Best Western Executive Inn Seattle,1.0
Holiday Inn Express|Seattle,Holiday Inn Seattle,0.733333333333
Springhill Suites|Seattle,SpringHill Suites Downtown Seattle,0.790697674419
Best Western Loyal Inn|Seattle,Best Western Loyal Inn Seattle,1.0
Inn at Queen Anne|Seattle,Inn at Queen Anne Seattle,1.0
Sixth Avenue Inn|Seattle,Sixth Avenue Inn Seattle,1.0
Days Inn Town Center|Seattle,Days Inn Midtown Seattle,0.722222222222
Travelodge Space Needle|Seattle,Travelodge Hotel Space Needle Seattle,0.978723404255
Alexis Hotel|Seattle,Alexis Hotel Seattle,1.0
Grand Hyatt|Seattle,Grand Hyatt Hotel Seattle,1.0
Hotel Edgewater|Seattle,Edgewater Hotel Seattle,1.0
Hotel Monaco|Seattle,Monaco Hotel Seattle,1.0
Hotel Vintage Park|Seattle,Vintage Park Hotel Seattle,1.0
Hyatt At Olive|Seattle,Hyatt Hotel At Olive 8 Seattle,0.903225806452
Renaissance|Seattle,Renaissance Hotel Seattle,1.0
W Hotel Seattle|Seattle,W Hotel Seattle,1.0
Westin|Seattle,Westin Hotel Seattle,1.0
Marriot Waterfront|Seattle,Marriott Waterfront Hotel Seattle,0.972972972973
Silver Cloud Stadium|Seattle,Silver Cloud Hotel Stadium Seattle,0.975609756098
Coast Roosevelt|Seattle,Roosevelt Hotel Seattle,0.75
Courtyard Pioneer Square|Seattle,Courtyard Hotel Downtown Pioneer Square Seattle,0.827586206897
Crowne Plaza|Seattle,Crowne Plaza Hotel Downtown Seattle,0.705882352941
Hotel Max|Seattle,Hotel Max Seattle,1.0
Mayflower Park|Seattle,Mayflower Park Hotel Seattle,1.0
Silver Cloud Broadway|Seattle,Silver Cloud Hotel Broadway Seattle,0.976744186047
Residence Inn|Seattle,Residence Inn Lake Union Seattle,0.702702702703
Silver Cloud Inn|Seattle,Silver Cloud Hotel Stadium Seattle,0.756756756757
Best Western|Seattle,Best Western Loyal Inn Seattle,0.705882352941
Extended StayAmerica|Seattle,Extended Stay America Hotel Northgate Seattle,0.769230769231
Extended StayAmerica|Seattle,Extended Stay America Hotel Northgate Seattle,0.769230769231
Holiday Inn|Seattle,Holiday Inn Seattle,1.0
Holiday Inn Kent|Seattle,Holiday Inn Seattle,0.814814814815
Holiday Inn Renton|Seattle,Holiday Inn Seattle,0.758620689655
Residence Inn Tukwila|Seattle,Residence Inn Lake Union Seattle,0.711111111111
Days Inn Kent|Seattle,Days Inn Downtown Seattle,0.733333333333
Extended StayAmerica Kent|Seattle,Extended Stay America Hotel Northgate Seattle,0.80701754386
Hotel Deca|Seattle,Deca Hotel Seattle,1.0
Silver Cloud University|Seattle,Silver Cloud Inn University Seattle,0.92
Holiday Inn Express|Seattle,Holiday Inn Seattle,0.733333333333
Extended StayAmerica Northgate|Seattle,Extended Stay America Hotel Northgate Seattle,0.967741935484
EconoLodge Branson|Branson,Econo Lodge Branson,0.952380952381
Grand Oaks Hotel|Branson,Grand Oaks Hotel Branson,1.0
Howard Johnson|Branson,Howard Johnson Hotel Branson,1.0
Days Inn|Grand Island,Days Inn Grand Island,1.0
Courtyard|Ocala,Courtyard Hotel Ocala,1.0
Hilton|Ocala,Hilton Hotel Ocala,1.0
Holiday Inn Ocala|Ocala,Days Inn Ocala,0.736842105263
Courtyard|Winchester,Courtyard Hotel Winchester (Virginia),1.0
The George Washington Hotel|Winchester,George Washington Hotel Winchester (Virginia),0.894736842105
Country Inn and Suites|Winchester,Country Inn & Suites Winchester (Virginia),0.947368421053
Staybridge Suites|Allentown,Staybridge Suites West Allentown,0.871794871795
Crowne Plaza|Denver,Crowne Plaza Hotel Airport Denver,0.727272727273
Courtyard Airport|Denver,Courtyard Hotel Airport Denver (Colorado),0.723404255319
Loews|Denver,Loews Hotel Denver,1.0
Brown Palace Hotel and Spa|Denver,Brown Palace Hotel Denver,0.827586206897
Hyatt Regency Convention Center|Denver,Hyatt Regency Hotel Tech Center Denver,0.771929824561
Warwick Denver Hotel|Denver,Warwick Hotel Denver,1.0
The Burnsley All Suite Hotel|Denver,Burnsley All Suite Hotel Denver,0.9
Marriott City Center|Denver,Marriott Hotel City Center Denver,0.975609756098
Crowne Plaza|Denver,Crowne Plaza Hotel Airport Denver,0.727272727273
Residence Inn City Center|Denver,Residence Inn City Center Denver (Colorado),0.806451612903
Residence Inn Downtown|Denver,Residence Inn Downtown Denver (Colorado),0.785714285714
Doubletree|Denver,Doubletree Hotel Denver,1.0
Best Western Denver Hotel|Denver,Best Western Hotel Denver,1.0
Hyatt Regency Tech Center|Denver,Hyatt Regency Hotel Tech Center Denver,0.980392156863
Marriott Tech Center|Denver,Marriott Hotel Tech Center Denver,0.975609756098
Four Points Sheraton Southeast|Denver,Four Points Hotel Southeast Denver,0.846153846154
Hilton Garden Inn aka Tech Center Plaza Hotel|Denver,Hilton Garden Inn Tech Center Denver,0.852941176471
TownePlace Suites Southeast|Denver,TownePlace Suites Southeast Denver (Colorado),0.818181818182
Embassy Suites|Denver,Embassy Suites Aurora Denver,0.8
Hilton Garden Inn SouthMeridian|Denver,Hilton Garden Inn Tech Center Denver,0.733333333333
Sheraton Denver West|Denver,Sheraton Hotel Downtown Denver,0.75
Country Inn and Suites|Burlington,Country Suites Burlington (North Carolina),0.875
Days Inn|Brooksville,Days Inn Brooksville,1.0
Hilton San Diego Resort|San Diego,Hilton Resort San Diego,0.962962962963
Hilton Torrey Pines|San Diego,Hilton Hotel Torrey Pines La Jolla San Diego,0.791666666667
Hyatt Regency Mission Bay|San Diego,Hyatt Regency Hotel Mission Bay San Diego,0.980392156863
Hyatt Regency La Jolla|San Diego,Hyatt Regency La Jolla Hotel Aventine San Diego,0.814814814815
Paradise Point Resort|San Diego,Paradise Point Resort San Diego,1.0
The Dana on Mission Bay|San Diego,The Dana Hotel On Mission Bay San Diego,0.978723404255
Marriott La Jolla|San Diego,Marriott La Jolla Hotel San Diego,1.0
La Jolla at the Shores Hotel|San Diego,Hotel La Jolla At the Shores San Diego,1.0
Residence Inn La Jolla|San Diego,Residence Inn La Jolla San Diego,1.0
Best Western Blue Sea Lodge|San Diego,Best Western Blue Sea Lodge San Diego,1.0
Holiday Inn Express  Mission Bay De Soto St|San Diego,Holiday Inn Express Mission Bay San Diego,0.837837837838
Hilton Del Mar|San Diego,Hilton Hotel Del Mar San Diego,0.965517241379
Marriott Del Mar|San Diego,Marriott Hotel Del Mar San Diego,0.969696969697
Doubletree|San Diego,Doubletree Club Hotel San Diego,0.8
US Grant Hotel|San Diego,The US Grant Hotel San Diego,0.8
Andaz San Diego|San Diego,Andaz Hotel San Diego,1.0
Hilton Bayfront|San Diego,Hilton Hotel Bayfront San Diego,0.967741935484
Hilton Gaslamp Quarter|San Diego,Hilton Hotel Gaslamp Quarter San Diego,0.977777777778
Hotel Solamar|San Diego,Hotel Solamar San Diego,1.0
Manchester Grand Hyatt|San Diego,Manchester Grand Hyatt Hotel San Diego,1.0
Marriott Gaslamp Quarter|San Diego,Marriott Gaslamp Quarter Hotel San Diego,1.0
Marriott San Diego Hotel and Marina|San Diego,Marriott Hotel & Marina San Diego,0.971428571429
Omni San Diego Hotel|San Diego,Omni Hotel San Diego,1.0
Se San Diego|San Diego,Se Hotel San Diego,1.0
Sheraton Hotel and Marina|San Diego,Sheraton Hotel & Marina San Diego,0.941176470588
W Hotel|San Diego,W Hotel San Diego,1.0
Westgate Hotel|San Diego,The Westgate Hotel San Diego,0.8
Westin Gaslamp Quarter|San Diego,Westin Gaslamp Quarter Hotel San Diego,1.0
Westin San Diego|San Diego,Westin Hotel San Diego,1.0
Doubletree Downtown|San Diego,Doubletree Hotel Downtown San Diego,0.974358974359
Sheraton Suites Gaslamp Quarter|San Diego,Hilton Hotel Gaslamp Quarter San Diego,0.777777777778
Courtyard Downtown|San Diego,Courtyard Hotel Downtown San Diego,0.972972972973
Hilton San Diego Airport Harbor Island|San Diego,Hilton Hotel Airport Harbor Island San Diego,1.0
Holiday Inn Downtown|San Diego,Holiday Inn Downtown San Diego,1.0
Holiday Inn on the Bay|San Diego,Holiday Inn On the Bay San Diego,1.0
Porto Vista Hotel|San Diego,Porto Vista Hotel And Suites San Diego,0.733333333333
Staybridge Suites|San Diego,Staybridge Suites Sorrento Mesa San Diego,0.708333333333
Comfort Inn Gaslamp|San Diego,Comfort Inn Gaslamp San Diego,1.0
La Quinta Inn|San Diego,La Quinta Inn Old Town San Diego,0.742857142857
Holiday Inn Mission Valley|San Diego,Holiday Inn Mission Valley San Diego,1.0
Extended StayAmerica Mission Valley|San Diego,Extended Stay America Hotel Mission Valley San Diego,0.972222222222
Holiday Inn La Mesa|San Diego,Holiday Inn Express Mira Mesa San Diego,0.75
Travelodge La Mesa|San Diego,Travelodge Hotel La Jolla Beach San Diego,0.727272727273
DoubleTree Mission Valley|San Diego,Doubletree Hotel Mission Valley San Diego,0.980392156863
Marriott Mission Valley|San Diego,Marriott Hotel Mission Valley San Diego,0.978723404255
Courtyard Mission Valley|San Diego,Courtyard Hotel Mission Valley San Diego,0.979591836735
Crowne Plaza Mission Valley|San Diego,Crowne Plaza Hotel Mission Valley San Diego,0.981818181818
Doubletree Club|San Diego,Doubletree Club Hotel San Diego,1.0
Sheraton Mission Valley|San Diego,Sheraton Hotel Mission Valley San Diego,0.978723404255
Town and Country Resort|San Diego,Town and Country Resort San Diego,1.0
Comfort Inn and Suites ZooSea World|San Diego,Comfort Inn and Suites Zoo Sea World San Diego,0.984126984127
Kings Inn|San Diego,Kings Inn San Diego,1.0
Extended StayAmerica Hotel Circle South|San Diego,Extended Stay America Circle Hotel San Diego,0.870967741935
Homestead Suites Mission Valley|San Diego,Homestead Hotel Mission Valley San Diego,0.892857142857
Holiday Inn Oceanside Marina|San Diego,Holiday Inn Bayside San Diego,0.723404255319
Extended StayAmerica Carlsbad|San Diego,Extended Stay America Circle Hotel San Diego,0.842105263158
Howard Johnson Encinitas|San Diego,Howard Johnson Inn San Diego,0.809523809524
Courtyard by Marriott Old Town|San Diego,Courtyard Old Town Hotel San Diego,0.75
Kona Kai Resort|San Diego,Kona Kai Resort and Spa San Diego,0.882352941176
Holiday Inn Express Old Town|San Diego,Holiday Inn Express Old Town San Diego,1.0
Mission Plaza Hotel|San Diego,Mission Plaza Hotel & Suites San Diego,0.722222222222
Howard Johnson SeaWorld|San Diego,Howard Johnson Inn Seaworld San Diego,0.92
Doubletree Golf Resort|San Diego,Doubletree Golf Resort San Diego,1.0
Rancho Bernardo Inn|San Diego,Rancho Bernardo Inn San Diego,1.0
Holiday Inn|San Diego,Holiday Inn Bayside San Diego,0.733333333333
Courtyard Rancho Bernardo|San Diego,Courtyard Hotel Rancho Bernardo San Diego,0.980392156863
Staybridge Suites Carmel Mountain|San Diego,Staybridge Suites Sorrento Mesa San Diego,0.71875
Country Inn and Suites|San Diego,Country Inn & Suites North San Diego,0.818181818182
Staybridge Suites|San Diego,Staybridge Suites Sorrento Mesa San Diego,0.708333333333
Woodfin Hotel|San Diego,Woodfin Hotel San Diego,1.0
Holiday Inn Express Sorrento Valley|San Diego,Holiday Inn Express Hotel & Suites Sorrento Valley San Diego,0.875
Hilton Oceanwalk Village|Daytona Beach,Hilton Hotel Ocean Walk Village Daytona Beach,0.96
Plaza Resort and Spa|Daytona Beach,The Plaza Resort & Spa Daytona Beach,0.842105263158
Daytona Beach Resort and Conference Center|Daytona Beach,Daytona Beach Resort & Conference Center,0.96
Plaza Ocean Club|Daytona Beach,Plaza Ocean Club Hotel Daytona Beach,1.0
The Shores Resort and Spa|Daytona Beach,The Shores Resort Daytona Beach,0.894736842105
Acapulco Hotel And Resort|Daytona Beach,Acapulco Hotel and Resort Daytona Beach,1.0
Inn on the Beach|Daytona Beach,Inn On The Beach Daytona Beach,1.0
Holiday Inn LPGA|Daytona Beach,Holiday Inn LPGA Boulevard Daytona Beach,0.761904761905
Courtyard|Daytona Beach,Courtyard Hotel Daytona Beach,1.0
Doubletree Club|Boise,Doubletree Club Hotel Boise,1.0
Doubletree Riverside|Boise,Doubletree Hotel Riverside Boise,0.975609756098
Cambria Suites|Boise,Cambria Suites Airport Boise,0.777777777778
Holiday Inn Express|Boise,Holiday Inn Express Boise,1.0
Hampton Inn|Boise,Hampton Inn Airport Boise,0.733333333333
Hyatt Place Towne Square|Boise,Hyatt Place Hotel Towne Square Boise,0.979591836735
Candlewood Suites|Boise,Homewood Suites Boise,0.75
Red Carpet Inn and Suites|Hammonton,Red Carpet Inn & Suites Hammonton,0.954545454545
Hilton Garden Inn|Colorado Springs,Hilton Garden Inn Colorado Springs,1.0
Fairfield Inn North|Colorado Springs,Fairfield Inn & Suites North Colorado Springs,0.808510638298
Howard Johnson|Colorado Springs,Howard Johnson Inn Colorado Springs,0.875
Crossland Studio Suites|Colorado Springs,Crossland Economy Studios South Colorado Springs,0.740740740741
Marriott Colorado Springs|Colorado Springs,Marriott Hotel Colorado Springs,1.0
Hyatt Place|Colorado Springs,Hyatt Place Hotel Colorado Springs,1.0
Towneplace Suites|Colorado Springs,TownePlace Suites Colorado Springs,1.0
Extended StayAmerica West|Colorado Springs,Extended Stay America Hotel West Colorado Springs,0.961538461538
Crestwood Suites|Colorado Springs,Crestwood Suites Colorado Springs,1.0
Cheyenne Mountain Resort|Colorado Springs,Cheyenne Mountain Resort Colorado Springs,1.0
Antlers Hilton|Colorado Springs,Antlers Hilton Hotel Colorado Springs,1.0
Crowne Plaza|Colorado Springs,Crowne Plaza Hotel Colorado Springs,1.0
Doubletree World Arena|Colorado Springs,Doubletree Hotel World Arena Colorado Springs,0.977777777778
Courtyard South|Colorado Springs,Courtyard Hotel South Colorado Springs,0.967741935484
Coast Wenatchee Center Hotel|Wenatchee - Yakima,Coast Center Hotel Wenatchee,0.705882352941
Red Lion|Wenatchee - Yakima,Red Lion Hotel Yakima,1.0
Clarion Hotel|Wenatchee - Yakima,Clarion Hotel Yakima,1.0
Holiday Inn Holidome|Clarion,Holiday Inn Clarion,0.709677419355
Marriott Westfields|Northern Virginia,Marriott Hotel Westfields Chantilly (Virginia),0.974358974359
Crowne Plaza|Northern Virginia,Crowne Plaza Hotel Norfolk Virginia Beach,0.727272727273
Embassy Suites Dulles North|Northern Virginia,SpringHill Suites Dulles North Ashburn (Virginia),0.736842105263
Sheraton Reston|Northern Virginia,Sheraton National Hotel Arlington (Virginia),0.75
Hilton Garden Inn|Northern Virginia,Hilton Garden Inn Winchester (Virginia),1.0
Holiday Inn Select Chantilly|Northern Virginia,Holiday Inn Executive Center Virginia Beach,0.714285714286
AmeriSuites|Northern Virginia,Euro-Suites Hotel Morgantown (West Virginia),0.727272727273
Residence Inn Dulles|Northern Virginia,Residence Inn Dulles South Chantilly (Virginia),0.869565217391
Hampton Inn Airport South|Northern Virginia,Hampton Inn Oceanfront South Virginia Beach,0.830188679245
Springhill Suites Dulles NorthHerndonReston|Northern Virginia,SpringHill Suites Dulles North Ashburn (Virginia),0.821917808219
